divison,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Grandmaster,Top,Cassiopeia,A,54.55%,1.1%,0.4%,"Chogath,Renekton,Fizz,Darius,Camille,Shen,Fiora",11
Grandmaster,Mid,Yone,S+,54.17%,12.3%,21.3%,"Twistedfate,Viktor,Diana,Gangplank,Jayce,Leblanc,Gragas",120
Grandmaster,Jungle,Evelynn,S,54.17%,2.5%,12.9%,"Shyvana,Hecarim,Khazix,Kindred,Reksai,Gragas,Graves",24
Grandmaster,Mid,Renekton,A,53.85%,1.3%,19.8%,"Kassadin,Yasuo,Sett,Syndra,Galio,Leblanc,Tristana",13
Grandmaster,Mid,Malzahar,A,53.85%,1.3%,0.4%,"Anivia,Katarina,Zoe,Azir,Yone,Orianna,Twistedfate",13
Grandmaster,Mid,Jayce,A,53.85%,1.3%,2.4%,"Galio,Anivia,Swain,Katarina,Seraphine,Malphite,Lux",13
Grandmaster,Top,Viego,S,53.57%,5.7%,44.6%,"Vladimir,Gangplank,Wukong,Rumble,Heimerdinger,Poppy,Mordekaiser",56
Grandmaster,Adc,Draven,A,53.57%,2.9%,4.3%,"Veigar,Seraphine,Yasuo,Ezreal,Tristana,Caitlyn,Jhin",28
Grandmaster,Mid,Azir,A,53.49%,4.4%,0.4%,"Leblanc,Karthus,Kassadin,Irelia,Katarina,Rumble,Akali",43
Grandmaster,Top,Mordekaiser,A,53.33%,1.5%,0.2%,"Renekton,Wukong,Darius,Gnar,Aatrox,Ornn,Malphite",15
Grandmaster,Top,Urgot,A,53.33%,1.5%,0.2%,"Poppy,Gragas,Graves,Jayce,Camille,Viego,Yone",15
Grandmaster,Jungle,Ivern,A,52.94%,3.5%,4.9%,"Nunu,Nocturne,Elise,Udyr,Taliyah,Ekko,Reksai",34
Grandmaster,Mid,Diana,A,52.94%,3.5%,0.6%,"Nunu,Orianna,Ahri,Syndra,Zed,Azir,Kassadin",34
Grandmaster,Mid,Twisted Fate,S,52.78%,11.1%,5.6%,"Qiyana,Malzahar,Ahri,Tristana,Garen,Annie,Gnar",108
Grandmaster,Mid,Kassadin,S+,52.73%,5.6%,24.3%,"Karthus,Vayne,Pantheon,Viktor,Syndra,Lucian,Zed",55
Grandmaster,Top,Gnar,S,52.66%,17.3%,8.3%,"Lulu,Nocturne,Quinn,Hecarim,Yone,Graves,Vayne",169
Grandmaster,Mid,Annie,A,52.63%,1.9%,1.1%,"Karma,Diana,Yasuo,Neeko,Yone,Galio,Kassadin",19
Grandmaster,Mid,Sett,A,52.63%,1.9%,1.6%,"Ryze,Zilean,Gragas,Pantheon,Talon,Seraphine,Twistedfate",19
Grandmaster,Supp,Pyke,A,52.50%,4.1%,1.5%,"Sona,Pantheon,Velkoz,Braum,Senna,Rakan,Sett",40
Grandmaster,Adc,Kai'Sa,S+,52.21%,41.8%,45.5%,"Seraphine,Caitlyn,Draven,Jhin,Ezreal,Tristana,Xayah",408
Grandmaster,Adc,Samira,S+,52.20%,18.7%,41.1%,"Sivir,Swain,Pantheon,Varus,Kled,Ashe,Xayah",182
Grandmaster,Supp,Thresh,S,51.72%,23.8%,20.2%,"Maokai,Gragas,Bard,Galio,Blitzcrank,Lulu,Leona",232
Grandmaster,Mid,Talon,A,51.72%,3.0%,3.1%,"Pantheon,Yasuo,Velkoz,Qiyana,Aatrox,Azir,Twistedfate",29
Grandmaster,Jungle,Lee Sin,A,51.72%,5.9%,1.3%,"Masteryi,Karthus,Shaco,Jarvaniv,Shyvana,Rengar,Reksai",58
Grandmaster,Adc,Kalista,A,51.72%,3.0%,0.7%,"Tristana,Ashe,Jhin,Ezreal,Samira,Kaisa,Jinx",29
Grandmaster,Mid,Yasuo,A,51.43%,3.6%,3.9%,"Orianna,Ahri,Zac,Viego,Azir,Rakan,Yone",35
Grandmaster,Supp,Rakan,A,50.94%,5.4%,0.3%,"Galio,Pantheon,Lux,Senna,Sett,Alistar,Janna",53
Grandmaster,Supp,Senna,A,50.94%,5.4%,9.4%,"Galio,Morgana,Zilean,Karma,Rell,Yuumi,Thresh",53
Grandmaster,Jungle,Graves,S,50.73%,21.0%,12.5%,"Fiddlesticks,Poppy,Zac,Rengar,Jarvaniv,Pantheon,Shaco",205
Grandmaster,Top,Gragas,A,50.53%,9.7%,2.5%,"Rengar,Singed,Chogath,Pyke,Maokai,Quinn,Volibear",95
Grandmaster,Adc,Xayah,A,50.43%,11.8%,0.5%,"Tristana,Rumble,Seraphine,Kindred,Lucian,Kalista,Aphelios",115
Grandmaster,Adc,Miss Fortune,B,50.00%,9.4%,0.9%,"Tristana,Karthus,Katarina,Draven,Kalista,Xayah,Vayne",92
Grandmaster,Adc,Karthus,B,50.00%,0.6%,16.5%,"Kaisa,Senna,Missfortune,Jhin,Aphelios",6
Grandmaster,Adc,Yasuo,B,50.00%,0.6%,3.9%,"Jhin,Xayah,Kaisa,Draven,Senna",6
Grandmaster,Jungle,Xin Zhao,B,50.00%,1.4%,0.2%,"Olaf,Masteryi,Evelynn,Rammus,Taliyah,Hecarim,Karthus",14
Grandmaster,Mid,Irelia,A,50.00%,4.1%,19.7%,"Galio,Twistedfate,Vladimir,Renekton,Cassiopeia,Pantheon,Malzahar",40
Grandmaster,Supp,Galio,A,50.00%,4.9%,8.3%,"Shaco,Gragas,Pantheon,Lulu,Bard,Pyke,Sett",48
Grandmaster,Top,Graves,B,50.00%,0.6%,12.5%,"Wukong,Camille,Sylas,Urgot,Gnar,Yone",6
Grandmaster,Top,Lucian,A,50.00%,1.2%,13.5%,"Urgot,Pantheon,Riven,Gnar,Gangplank,Jayce,Zilean",12
Grandmaster,Top,Gangplank,A,50.00%,5.1%,3.0%,"Tryndamere,Chogath,Irelia,Rumble,Nasus,Gragas,Lulu",50
Grandmaster,Top,Kled,B,50.00%,2.3%,0.6%,"Irelia,Wukong,Gnar,Yone,Sett,Gragas,Camille",22
Grandmaster,Top,Jax,A,50.00%,5.1%,8.0%,"Urgot,Gragas,Pantheon,Garen,Lulu,Draven,Darius",50
Grandmaster,Top,Sion,B,50.00%,3.3%,0.0%,"Gangplank,Karma,Wukong,Mordekaiser,Garen,Gnar,Sylas",32
Grandmaster,Top,Yone,A,50.00%,1.6%,21.3%,"Irelia,Renekton,Graves,Aatrox,Neeko,Shen,Urgot",16
Grandmaster,Top,Volibear,B,50.00%,2.1%,0.9%,"Gangplank,Rumble,Nasus,Kennen,Rengar,Darius,Gnar",20
Grandmaster,Top,Teemo,B,50.00%,1.2%,0.6%,"Gragas,Mordekaiser,Riven,Volibear,Lulu,Yone,Renekton",12
Grandmaster,Top,Malphite,A,50.00%,3.9%,8.2%,"Sion,Irelia,Renekton,Gragas,Riven,Jayce,Viego",38
Grandmaster,Jungle,Viego,A,49.45%,9.3%,44.6%,"Rammus,Pantheon,Zac,Taliyah,Ivern,Graves,Khazix",91
Grandmaster,Top,Riven,B,49.43%,8.9%,6.5%,"Tryndamere,Jax,Sion,Volibear,Mordekaiser,Gnar,Sett",87
Grandmaster,Jungle,Udyr,A,49.43%,8.9%,34.5%,"Masteryi,Jarvaniv,Elise,Leesin,Skarner,Volibear,Zac",87
Grandmaster,Mid,Viego,B,49.23%,6.7%,44.6%,"Vladimir,Zilean,Karma,Vayne,Rumble,Poppy,Talon",65
Grandmaster,Jungle,Olaf,A,49.12%,5.8%,35.5%,"Nunu,Shaco,Jarvaniv,Pantheon,Rengar,Taliyah,Udyr",57
Grandmaster,Supp,Alistar,B,49.12%,17.5%,6.3%,"Blitzcrank,Maokai,Lux,Galio,Leona,Gragas,Bard",171
Grandmaster,Jungle,Rengar,B,48.78%,4.2%,7.8%,"Fiddlesticks,Nunu,Evelynn,Udyr,Taliyah,Viego,Ekko",41
Grandmaster,Jungle,Nidalee,C,48.47%,16.7%,15.4%,"Masteryi,Twitch,Shaco,Rengar,Reksai,Yone,Gragas",163
Grandmaster,Mid,Akali,B,48.39%,3.2%,8.5%,"Twistedfate,Irelia,Katarina,Pantheon,Garen,Talon,Lux",31
Grandmaster,Mid,Fizz,B,48.39%,3.2%,7.3%,"Anivia,Orianna,Pantheon,Graves,Syndra,Velkoz,Sylas",31
Grandmaster,Jungle,Shaco,B,48.28%,3.0%,3.9%,"Nunu,Evelynn,Karthus,Rammus,Trundle,Elise,Shyvana",29
Grandmaster,Adc,Ezreal,D,47.88%,16.9%,1.6%,"Soraka,Aphelios,Twitch,Xayah,Missfortune,Tristana,Samira",165
Grandmaster,Adc,Aphelios,C,47.83%,11.8%,6.1%,"Karthus,Varus,Draven,Seraphine,Jhin,Kindred,Missfortune",115
Grandmaster,Supp,Leona,C,47.79%,11.6%,9.5%,"Morgana,Taric,Brand,Xerath,Braum,Pyke,Galio",113
Grandmaster,Adc,Vayne,C,47.79%,11.6%,5.2%,"Draven,Kalista,Jinx,Xayah,Jhin,Kaisa,Samira",113
Grandmaster,Top,Darius,B,47.76%,6.9%,16.0%,"Vladimir,Sion,Teemo,Gangplank,Wukong,Vayne,Pantheon",67
Grandmaster,Jungle,Fiddlesticks,B,47.62%,2.2%,3.7%,"Elise,Hecarim,Taliyah,Lillia,Nidalee,Shyvana,Khazix",21
Grandmaster,Jungle,Kha'Zix,C,47.44%,8.0%,12.7%,"Xinzhao,Masteryi,Nunu,Karthus,Jarvaniv,Leesin,Pantheon",78
Grandmaster,Mid,Ahri,B,47.37%,1.9%,0.5%,"Vladimir,Karthus,Anivia,Lux,Syndra,Lucian,Sylas",19
Grandmaster,Top,Ornn,B,47.37%,3.9%,0.2%,"Jax,Singed,Wukong,Poppy,Gragas,Garen,Viktor",38
Grandmaster,Supp,Lulu,C,47.22%,7.4%,6.1%,"Soraka,Ashe,Veigar,Maokai,Gragas,Lux,Senna",72
Grandmaster,Supp,Sett,B,47.17%,5.4%,1.6%,"Karma,Pantheon,Bard,Lulu,Maokai,Rell,Thresh",53
Grandmaster,Supp,Sona,B,47.06%,1.7%,1.5%,"Karma,Lulu,Yuumi,Rakan,Blitzcrank,Sett,Janna",17
Grandmaster,Supp,Blitzcrank,B,46.94%,5.0%,0.8%,"Morgana,Twitch,Senna,Bard,Rell,Seraphine,Leona",49
Grandmaster,Adc,Senna,D,46.89%,18.2%,9.4%,"Tristana,Lux,Yasuo,Kindred,Kalista,Jinx,Seraphine",177
Grandmaster,Supp,Shaco,B,46.67%,1.5%,3.9%,"Morgana,Tahmkench,Nami,Yuumi,Rell,Nautilus,Thresh",15
Grandmaster,Supp,Nami,B,46.67%,1.5%,0.0%,"Taric,Leona,Senna,Thresh,Bard,Rell,Yuumi",15
Grandmaster,Adc,Caitlyn,B,46.67%,1.5%,0.6%,"Twitch,Jinx,Senna,Aphelios,Draven,Jhin,Kaisa",15
Grandmaster,Mid,Ekko,C,46.30%,5.5%,5.0%,"Anivia,Irelia,Gragas,Ahri,Fizz,Aurelionsol,Zoe",54
Grandmaster,Jungle,Lillia,D,46.26%,15.1%,11.7%,"Shaco,Vi,Reksai,Kayn,Zac,Rengar,Khazix",147
Grandmaster,Top,Garen,B,46.15%,1.3%,0.6%,"Urgot,Vayne,Quinn,Gnar,Gangplank,Fiora,Sion",13
Grandmaster,Top,Sett,B,45.71%,3.6%,1.6%,"Teemo,Chogath,Irelia,Cassiopeia,Volibear,Fiora,Jayce",35
Grandmaster,Supp,Nautilus,D,45.36%,9.9%,4.0%,"Galio,Zilean,Xerath,Lulu,Braum,Viego,Nami",97
Grandmaster,Mid,Ryze,C,44.83%,3.0%,0.2%,"Galio,Twistedfate,Leblanc,Chogath,Kassadin,Gragas,Talon",29
Grandmaster,Top,Rengar,B,44.44%,1.8%,7.8%,"Sion,Rammus,Irelia,Malphite,Wukong,Camille,Nasus",18
Grandmaster,Top,Akali,B,44.44%,0.9%,8.5%,"Olaf,Urgot,Malphite,Sylas,Sett,Kassadin,Irelia",9
Grandmaster,Mid,Katarina,D,44.44%,6.5%,17.1%,"Ryze,Tristana,Nunu,Chogath,Anivia,Vayne,Rumble",63
Grandmaster,Mid,Cho'Gath,B,44.44%,0.9%,0.5%,"Anivia,Akali,Volibear,Zoe,Lucian,Ryze,Katarina",9
Grandmaster,Adc,Ashe,B,44.44%,3.7%,0.1%,"Tristana,Vayne,Missfortune,Jhin,Jinx,Kaisa,Ezreal",36
Grandmaster,Mid,Zoe,D,44.32%,9.0%,9.5%,"Annie,Rumble,Garen,Lulu,Lucian,Azir,Sylas",88
Grandmaster,Supp,Gragas,C,44.23%,5.3%,2.5%,"Morgana,Pantheon,Braum,Senna,Nami,Rakan,Rell",52
Grandmaster,Top,Camille,D,44.10%,20.0%,30.3%,"Tryndamere,Jarvaniv,Singed,Quinn,Heimerdinger,Yone,Volibear",195
Grandmaster,Mid,Lucian,D,43.94%,6.8%,13.5%,"Syndra,Azir,Xerath,Garen,Corki,Taliyah,Galio",66
Grandmaster,Top,Fiora,D,43.75%,6.6%,5.6%,"Sion,Jax,Chogath,Malphite,Cassiopeia,Poppy,Gragas",64
Grandmaster,Mid,Vladimir,D,43.48%,4.7%,3.9%,"Galio,Orianna,Cassiopeia,Malzahar,Talon,Lux,Xerath",46
Grandmaster,Top,Jayce,D,43.48%,7.1%,2.4%,"Vladimir,Ryze,Sion,Tryndamere,Nocturne,Vayne,Cassiopeia",69
Grandmaster,Supp,Karma,D,43.42%,7.8%,0.9%,"Galio,Janna,Taric,Nasus,Zyra,Braum,Yuumi",76
Grandmaster,Supp,Morgana,D,43.33%,3.1%,5.8%,"Alistar,Anivia,Lulu,Zac,Thresh,Rakan,Rell",30
Grandmaster,Mid,Sylas,D,43.28%,6.9%,1.8%,"Kassadin,Varus,Yasuo,Syndra,Qiyana,Pantheon,Chogath",67
Grandmaster,Top,Shen,D,42.86%,3.6%,1.8%,"Annie,Sion,Chogath,Cassiopeia,Rengar,Darius,Seraphine",35
Grandmaster,Supp,Zyra,B,42.86%,0.7%,0.1%,"Lux,Nautilus,Rell,Alistar,Karma,Thresh",7
Grandmaster,Supp,Twitch,B,42.86%,0.7%,2.0%,"Alistar,Bard,Lulu,Rell,Blitzcrank",7
Grandmaster,Mid,Zed,D,42.86%,5.7%,5.5%,"Twistedfate,Lissandra,Riven,Qiyana,Xerath,Nocturne,Katarina",56
Grandmaster,Mid,Veigar,B,42.86%,0.7%,0.1%,"Kassadin,Katarina,Viego,Yone,Corki,Viktor,Sylas",7
Grandmaster,Jungle,Poppy,B,42.86%,0.7%,0.5%,"Jarvaniv,Khazix,Kayn,Lillia,Graves,Hecarim",7
Grandmaster,Jungle,Shyvana,D,42.42%,6.8%,2.6%,"Drmundo,Skarner,Udyr,Rengar,Kayn,Zac,Ivern",66
Grandmaster,Mid,Orianna,D,42.11%,9.7%,1.3%,"Kassadin,Lissandra,Qiyana,Pantheon,Lulu,Xerath,Quinn",95
Grandmaster,Jungle,Nunu & Willump,D,41.30%,4.7%,4.6%,"Karthus,Elise,Skarner,Gragas,Pantheon,Kindred,Viego",46
Grandmaster,Supp,Zilean,B,41.18%,1.7%,0.1%,"Galio,Janna,Seraphine,Bard,Rakan,Alistar,Thresh",17
Grandmaster,Jungle,Hecarim,D,40.78%,10.6%,21.1%,"Twitch,Rammus,Shaco,Nocturne,Elise,Wukong,Leesin",103
Grandmaster,Supp,Pantheon,D,40.74%,2.8%,30.2%,"Janna,Karma,Leona,Seraphine,Yuumi,Rell,Alistar",27
Grandmaster,Supp,Janna,D,40.58%,7.1%,1.7%,"Annie,Galio,Soraka,Sona,Senna,Yuumi,Pyke",69
Grandmaster,Top,Hecarim,B,40.00%,0.5%,21.1%,"Malphite,Camille,Sett,Irelia,Gnar",5
Grandmaster,Top,Jarvan IV,B,40.00%,0.5%,0.1%,"Irelia,Gnar,Aatrox,Singed,Camille",5
Grandmaster,Top,Yorick,B,40.00%,0.5%,0.1%,"Teemo,Chogath,Riven,Vayne,Pantheon",5
Grandmaster,Supp,Taric,B,40.00%,1.0%,0.3%,"Pantheon,Nautilus,Seraphine,Pyke,Bard,Karma,Leona",10
Grandmaster,Supp,Brand,B,40.00%,0.5%,0.0%,"Karma,Seraphine,Rell,Leona,Bard",5
Grandmaster,Mid,Karthus,C,40.00%,1.0%,16.5%,"Ryze,Orianna,Syndra,Ekko,Sylas,Kassadin,Ahri",10
Grandmaster,Jungle,Sejuani,B,40.00%,0.5%,0.0%,"Lillia,Olaf,Reksai",5
Grandmaster,Jungle,Kindred,D,39.47%,3.9%,2.3%,"Olaf,Xinzhao,Shyvana,Khazix,Kayn,Ekko,Vi",38
Grandmaster,Adc,Twitch,D,39.29%,2.9%,2.0%,"Kaisa,Seraphine,Jhin,Lucian,Aphelios,Senna,Missfortune",28
Grandmaster,Jungle,Gragas,D,39.29%,2.9%,2.5%,"Olaf,Elise,Udyr,Shyvana,Khazix,Kindred,Ekko",28
Grandmaster,Mid,Syndra,D,39.29%,5.7%,1.0%,"Riven,Qiyana,Lulu,Orianna,Xerath,Seraphine,Akali",56
Grandmaster,Adc,Jinx,D,39.02%,8.4%,0.8%,"Sivir,Tristana,Missfortune,Swain,Varus,Viktor,Samira",82
Grandmaster,Top,Irelia,D,38.55%,8.5%,19.7%,"Ornn,Yasuo,Pantheon,Jax,Tristana,Kindred,Xinzhao",83
Grandmaster,Supp,Soraka,B,38.46%,1.3%,0.2%,"Morgana,Nautilus,Senna,Thresh,Pyke,Bard,Janna",13
Grandmaster,Adc,Lucian,D,36.36%,3.4%,13.5%,"Tristana,Missfortune,Seraphine,Senna,Kalista,Kaisa,Jhin",33
Grandmaster,Mid,Karma,C,35.71%,1.4%,0.9%,"Twistedfate,Kassadin,Syndra,Seraphine,Zed,Yone,Zoe",14
Grandmaster,Mid,Viktor,D,35.71%,4.3%,0.6%,"Annie,Twistedfate,Sion,Tristana,Zilean,Veigar,Cassiopeia",42
Grandmaster,Mid,Malphite,C,33.33%,0.6%,8.2%,"Tristana,Jayce,Lucian,Kled,Qiyana",6
Grandmaster,Mid,Nocturne,B,33.33%,0.6%,0.4%,"Viego,Lucian,Pyke,Orianna,Zed",6
Grandmaster,Mid,Ivern,C,33.33%,0.9%,4.9%,"Twistedfate,Kayle,Orianna,Ahri,Qiyana,Ekko,Sylas",9
Grandmaster,Mid,Pyke,C,33.33%,0.9%,1.5%,"Anivia,Karma,Syndra,Zoe,Ekko,Viego,Nocturne",9
Grandmaster,Mid,Aurelion Sol,C,33.33%,0.9%,0.1%,"Twistedfate,Rumble,Cassiopeia,Lucian,Galio,Akali,Ekko",9
Grandmaster,Mid,Kled,B,33.33%,0.6%,0.6%,"Jax,Malphite,Diana,Yone,Katarina,Viego",6
Grandmaster,Supp,Ashe,B,33.33%,0.6%,0.1%,"Alistar,Zilean,Nautilus,Sett,Lulu,Seraphine",6
Grandmaster,Top,Nocturne,B,33.33%,0.9%,0.4%,"Sion,Gragas,Kennen,Quinn,Camille,Aatrox,Jayce",9
Grandmaster,Top,Karma,B,33.33%,0.6%,0.9%,"Gragas,Riven,Jayce,Aatrox,Sion,Irelia",6
Grandmaster,Top,Maokai,B,33.33%,0.6%,1.5%,"Kayle,Rumble,Aatrox,Riven,Gragas",6
Grandmaster,Jungle,Dr. Mundo,D,31.58%,1.9%,0.2%,"Shaco,Jarvaniv,Leesin,Udyr,Gragas,Kayn,Zac",19
Grandmaster,Top,Singed,C,30.00%,1.0%,0.2%,"Jax,Renekton,Jarvaniv,Heimerdinger,Riven,Aatrox,Gragas",10
Grandmaster,Top,Kennen,D,29.17%,2.5%,0.4%,"Renekton,Skarner,Gragas,Akali,Riven,Shen,Camille",24
Grandmaster,Jungle,Vi,C,25.00%,0.8%,0.0%,"Udyr,Hecarim,Kayn,Taliyah,Kindred,Lillia",8
Grandmaster,Jungle,Trundle,B,20.00%,0.5%,0.1%,"Elise,Udyr,Reksai,Shaco",5
Grandmaster,Mid,Ziggs,C,16.67%,0.6%,0.1%,"Irelia,Katarina,Qiyana,Azir,Anivia",6
Grandmaster,Supp,Swain,C,14.29%,0.7%,0.3%,"Soraka,Anivia,Gragas,Seraphine,Rell,Karma",7
Grandmaster,Adc,Heimerdinger,D,11.11%,0.9%,0.6%,"Sivir,Missfortune,Vayne,Ezreal,Kaisa,Syndra",9
Grandmaster,Top,Kayle,D,10.00%,1.0%,0.1%,"Chogath,Malphite,Gragas,Riven,Fiora,Camille,Kled",10
Challenger,Supp,Taric,S,85.71%,2.3%,0.0%,"Thresh,Alistar,Karma,Blitzcrank,Pantheon,Seraphine",7
Challenger,Jungle,Jarvan IV,A,85.71%,2.3%,0.3%,"Graves,Evelynn,Nidalee,Sejuani,Kayn,Lillia",7
Challenger,Mid,Yasuo,S,81.82%,3.7%,1.9%,"Kassadin,Jayce,Galio,Twistedfate,Anivia,Orianna,Akali",11
Challenger,Jungle,Evelynn,S,75.00%,1.3%,8.8%,"Jarvaniv,Khazix,Zac",4
Challenger,Adc,Karthus,S,75.00%,2.7%,12.7%,"Ezreal,Lucian,Twitch,Karma,Syndra,Kaisa,Senna",8
Challenger,Mid,Karthus,S,75.00%,1.3%,12.7%,"Yone,Twistedfate,Leblanc,Viego",4
Challenger,Supp,Nami,A,75.00%,1.3%,0.0%,"Karma,Lulu,Seraphine,Senna",4
Challenger,Top,Gangplank,S,73.33%,5.0%,1.9%,"Wukong,Volibear,Darius,Gnar,Sion,Renekton,Camille",15
Challenger,Adc,Draven,S,71.43%,2.3%,3.9%,"Samira,Kalista,Twitch,Vayne,Ziggs,Kaisa",7
Challenger,Adc,Aphelios,S+,71.11%,15.0%,9.1%,"Lux,Jinx,Lucian,Jhin,Vayne,Samira,Senna",45
Challenger,Top,Kennen,A,66.67%,3.0%,0.0%,"Sylas,Gnar,Irelia,Camille,Viego,Sett",9
Challenger,Top,Cassiopeia,A,66.67%,1.0%,0.3%,"Irelia,Gragas,Camille",3
Challenger,Supp,Zilean,A,66.67%,1.0%,0.0%,"Galio,Alistar,Seraphine",3
Challenger,Supp,Lux,A,66.67%,1.0%,0.0%,"Seraphine,Thresh",3
Challenger,Mid,Veigar,A,66.67%,1.0%,0.3%,"Ahri,Orianna,Pantheon",3
Challenger,Mid,Lucian,S+,66.67%,7.0%,25.3%,"Galio,Rumble,Pantheon,Syndra,Azir,Twistedfate,Vladimir",21
Challenger,Top,Vayne,A,66.67%,1.0%,4.2%,"Camille,Gragas,Gnar",3
Challenger,Jungle,Rammus,A,66.67%,1.0%,2.6%,"Nidalee,Kayn,Ekko",3
Challenger,Top,Pantheon,S,66.67%,2.0%,38.3%,"Jayce,Camille,Irelia,Malphite,Gnar",6
Challenger,Top,Renekton,S+,65.79%,12.7%,23.1%,"Urgot,Kassadin,Gangplank,Heimerdinger,Gragas,Graves,Jayce",38
Challenger,Jungle,Shyvana,S,63.16%,6.3%,1.3%,"Fiddlesticks,Taliyah,Elise,Udyr,Lillia,Nunu,Drmundo",19
Challenger,Top,Sylas,A,62.50%,2.7%,0.6%,"Gnar,Viego,Malphite,Kennen,Ornn",8
Challenger,Mid,Jayce,A,62.50%,2.7%,2.3%,"Galio,Lucian,Yone,Renekton,Talon,Yasuo,Viego",8
Challenger,Supp,Bard,S+,62.16%,12.3%,3.2%,"Jarvaniv,Thresh,Pyke,Seraphine,Nautilus,Janna,Rell",37
Challenger,Jungle,Zac,A,61.54%,4.3%,0.6%,"Evelynn,Trundle,Elise,Kayn,Skarner,Nidalee,Udyr",13
Challenger,Jungle,Karthus,S,61.11%,6.0%,12.7%,"Elise,Fiddlesticks,Graves,Hecarim,Lillia,Olaf,Drmundo",18
Challenger,Mid,Aurelion Sol,A,60.00%,1.7%,0.3%,"Leblanc,Pantheon,Vladimir,Orianna,Yone",5
Challenger,Mid,Neeko,A,60.00%,1.7%,0.0%,"Kassadin,Yone,Zoe,Viego,Qiyana",5
Challenger,Jungle,Rengar,A,60.00%,3.3%,7.8%,"Karthus,Nocturne,Udyr,Ekko,Volibear,Hecarim,Taliyah",10
Challenger,Jungle,Skarner,A,60.00%,1.7%,0.6%,"Hecarim,Zac,Nidalee,Reksai,Lillia",5
Challenger,Adc,Sivir,A,60.00%,1.7%,0.3%,"Kaisa,Yasuo,Seraphine,Jinx,Senna",5
Challenger,Mid,Lux,A,60.00%,1.7%,0.0%,"Talon,Rengar,Vladimir,Katarina,Zoe",5
Challenger,Top,Darius,S,58.82%,5.7%,12.7%,"Renekton,Gragas,Rengar,Jayce,Ornn,Gangplank,Malphite",17
Challenger,Mid,Kassadin,S+,58.82%,5.7%,19.8%,"Malzahar,Viktor,Zed,Aatrox,Yone,Twistedfate,Zoe",17
Challenger,Top,Jayce,S,58.62%,9.7%,2.3%,"Urgot,Quinn,Yasuo,Wukong,Malphite,Gragas,Camille",29
Challenger,Jungle,Fiddlesticks,A,58.33%,4.0%,2.6%,"Graves,Hecarim,Karthus,Olaf,Nunu,Nidalee,Poppy",12
Challenger,Top,Aatrox,A,58.33%,8.0%,1.0%,"Jayce,Ivern,Yone,Shen,Vladimir,Renekton,Gnar",24
Challenger,Mid,Galio,S,57.58%,11.0%,13.6%,"Sion,Kassadin,Katarina,Akali,Talon,Seraphine,Yasuo",33
Challenger,Top,Yone,A,57.14%,2.3%,13.0%,"Jayce,Gnar,Camille,Vladimir,Karma,Garen,Aatrox",7
Challenger,Jungle,Pantheon,A,57.14%,2.3%,38.3%,"Udyr,Nidalee,Graves,Olaf,Lillia",7
Challenger,Top,Lulu,A,57.14%,2.3%,3.9%,"Wukong,Rumble,Gragas,Vladimir,Gnar,Camille,Viego",7
Challenger,Top,Camille,S+,56.58%,25.3%,24.0%,"Lulu,Chogath,Gangplank,Volibear,Katarina,Mordekaiser,Graves",76
Challenger,Jungle,Viego,S,56.25%,5.3%,52.3%,"Khazix,Lillia,Nidalee,Hecarim,Elise,Udyr,Graves",16
Challenger,Mid,Viktor,A,56.25%,5.3%,0.3%,"Galio,Nunu,Katarina,Orianna,Garen,Lucian,Yone",16
Challenger,Adc,Senna,S,56.10%,13.7%,9.1%,"Sivir,Karthus,Jhin,Xayah,Aphelios,Jinx,Ezreal",41
Challenger,Mid,Yone,S,55.88%,11.3%,13.0%,"Twistedfate,Anivia,Irelia,Heimerdinger,Ezreal,Aurelionsol,Yasuo",34
Challenger,Adc,Lucian,A,55.56%,3.0%,25.3%,"Ashe,Ezreal,Kaisa,Jinx,Tristana,Missfortune,Karthus",9
Challenger,Mid,Syndra,S,55.56%,9.0%,1.6%,"Galio,Katarina,Renekton,Rumble,Viktor,Lissandra,Zoe",27
Challenger,Supp,Janna,A,55.56%,6.0%,1.3%,"Sona,Blitzcrank,Lulu,Yuumi,Bard,Rell,Seraphine",18
Challenger,Jungle,Graves,S,55.32%,15.7%,15.3%,"Elise,Leesin,Udyr,Kayn,Viego,Ekko,Karthus",47
Challenger,Supp,Leona,S,55.17%,9.7%,6.8%,"Janna,Rell,Pyke,Sett,Bard,Galio,Alistar",29
Challenger,Supp,Rell,S+,54.39%,19.0%,20.1%,"Wukong,Malzahar,Nautilus,Seraphine,Rakan,Bard,Galio",57
Challenger,Mid,Sett,A,53.85%,4.3%,1.6%,"Galio,Viktor,Viego,Sylas,Fizz,Qiyana,Twistedfate",13
Challenger,Supp,Lulu,A,53.85%,8.7%,3.9%,"Sona,Gragas,Xerath,Nami,Bard,Rell,Thresh",26
Challenger,Supp,Nautilus,A,53.57%,9.3%,0.6%,"Galio,Blitzcrank,Lulu,Senna,Thresh,Alistar,Pantheon",28
Challenger,Supp,Pyke,A,53.33%,5.0%,1.0%,"Galio,Janna,Gragas,Senna,Thresh,Rell,Bard",15
Challenger,Mid,Irelia,S,53.33%,5.0%,26.9%,"Twistedfate,Orianna,Zoe,Velkoz,Lucian,Syndra,Vladimir",15
Challenger,Top,Wukong,A,53.33%,5.0%,1.3%,"Malphite,Renekton,Yorick,Darius,Camille,Gnar,Jayce",15
