divison,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Diamond,Supp,Taric,B,50.62%,1.3%,0.2%,"Twitch,Sion,Galio,Lux,Morgana,Gragas,Lulu",241
Diamond,Mid,Diana,A,50.58%,3.1%,1.0%,"Tristana,Azir,Syndra,Leblanc,Sylas,Twistedfate,Viego",605
Diamond,Jungle,Nocturne,B,50.53%,1.5%,0.4%,"Olaf,Nunu,Shyvana,Karthus,Skarner,Taliyah,Graves",283
Diamond,Top,Wukong,A,50.53%,4.4%,1.4%,"Teemo,Rengar,Quinn,Akali,Illaoi,Poppy,Jax",855
Diamond,Top,Camille,S+,50.51%,16.8%,23.5%,"Wukong,Singed,Gangplank,Ornn,Nasus,Malphite,Riven","3,231"
Diamond,Adc,Jhin,S,50.50%,21.5%,6.7%,"Kalista,Seraphine,Sivir,Kaisa,Draven,Caitlyn,Samira","4,133"
Diamond,Jungle,Rengar,A,50.48%,3.8%,4.8%,"Vi,Zac,Fiddlesticks,Skarner,Nunu,Drmundo,Graves",735
Diamond,Adc,Miss Fortune,A,50.41%,8.8%,1.1%,"Seraphine,Kalista,Draven,Caitlyn,Tristana,Kaisa,Ashe","1,690"
Diamond,Jungle,Kayn,S,50.38%,8.3%,8.2%,"Rammus,Skarner,Drmundo,Xinzhao,Jarvaniv,Khazix,Fiddlesticks","1,598"
Diamond,Mid,Aurelion Sol,B,50.35%,1.5%,0.2%,"Pyke,Seraphine,Nunu,Syndra,Diana,Azir,Ziggs",286
Diamond,Mid,Viktor,A,50.34%,6.9%,1.6%,"Akali,Rumble,Xerath,Viego,Ryze,Anivia,Azir","1,327"
Diamond,Jungle,Ivern,A,50.33%,3.9%,4.8%,"Vi,Xinzhao,Trundle,Masteryi,Taliyah,Leesin,Karthus",747
Diamond,Mid,Talon,A,50.26%,4.1%,1.6%,"Tristana,Gragas,Malphite,Velkoz,Cassiopeia,Pantheon,Katarina",784
Diamond,Top,Aatrox,S,50.25%,8.2%,7.8%,"Heimerdinger,Kennen,Maokai,Wukong,Chogath,Tryndamere,Pantheon","1,584"
Diamond,Adc,Senna,S,50.25%,17.7%,11.2%,"Twitch,Jinx,Vayne,Missfortune,Varus,Kaisa,Samira","3,411"
Diamond,Jungle,Kindred,B,50.22%,3.5%,1.2%,"Masteryi,Rengar,Poppy,Nunu,Kayn,Udyr,Nocturne",669
Diamond,Jungle,Nidalee,A,50.22%,10.5%,7.5%,"Warwick,Ivern,Jarvaniv,Vi,Xinzhao,Zac,Olaf","2,027"
Diamond,Jungle,Gragas,B,50.19%,2.7%,1.8%,"Evelynn,Kindred,Karthus,Reksai,Elise,Ekko,Jarvaniv",520
Diamond,Jungle,Elise,S+,50.13%,7.8%,20.7%,"Udyr,Rengar,Reksai,Karthus,Warwick,Pantheon,Evelynn","1,494"
Diamond,Top,Ornn,B,50.11%,4.7%,0.5%,"Teemo,Malphite,Viego,Wukong,Poppy,Garen,Mordekaiser",898
Diamond,Adc,Samira,S+,50.10%,15.8%,51.1%,"Jinx,Tristana,Caitlyn,Missfortune,Twitch,Lucian,Ezreal","3,050"
Diamond,Jungle,Hecarim,S+,50.10%,13.6%,26.2%,"Zac,Kindred,Pantheon,Viego,Rengar,Nocturne,Poppy","2,613"
Diamond,Supp,Karma,B,50.07%,7.9%,0.5%,"Velkoz,Swain,Neeko,Pantheon,Shaco,Nami,Alistar","1,526"
Diamond,Top,Garen,A,50.00%,4.9%,1.5%,"Shyvana,Kayle,Sion,Nasus,Shen,Poppy,Yorick",942
Diamond,Supp,Zyra,B,50.00%,1.5%,0.2%,"Ashe,Lux,Swain,Galio,Nami,Xerath,Bard",298
Diamond,Mid,Fizz,A,49.90%,5.5%,16.1%,"Azir,Cassiopeia,Lux,Ryze,Lissandra,Lucian,Orianna","1,052"
Diamond,Mid,Malzahar,B,49.88%,2.1%,0.9%,"Velkoz,Akali,Galio,Talon,Zilean,Diana,Anivia",411
Diamond,Adc,Ashe,B,49.87%,4.1%,0.4%,"Seraphine,Sivir,Draven,Vayne,Jhin,Caitlyn,Senna",786
Diamond,Adc,Vayne,A,49.85%,13.4%,7.1%,"Missfortune,Tristana,Kalista,Jhin,Kaisa,Caitlyn,Varus","2,584"
Diamond,Top,Gragas,B,49.80%,6.5%,1.8%,"Rumble,Akali,Teemo,Maokai,Kennen,Viego,Garen","1,253"
Diamond,Top,Akali,B,49.79%,1.2%,7.3%,"Warwick,Urgot,Aatrox,Jax,Mordekaiser,Sett,Yone",233
Diamond,Mid,Pantheon,A,49.77%,3.4%,30.7%,"Renekton,Riven,Kassadin,Akali,Vladimir,Anivia,Katarina",649
Diamond,Jungle,Viego,A,49.75%,8.3%,43.0%,"Udyr,Evelynn,Kindred,Nunu,Taliyah,Karthus,Nidalee","1,594"
Diamond,Mid,Zoe,B,49.69%,5.9%,4.4%,"Lissandra,Kassadin,Katarina,Seraphine,Talon,Velkoz,Leblanc","1,145"
Diamond,Top,Kled,B,49.69%,2.5%,0.6%,"Lulu,Teemo,Darius,Warwick,Yone,Urgot,Maokai",483
Diamond,Supp,Galio,B,49.63%,4.2%,5.9%,"Gragas,Yuumi,Seraphine,Leona,Swain,Rell,Bard",804
Diamond,Supp,Janna,B,49.58%,6.8%,0.7%,"Gragas,Swain,Sona,Brand,Maokai,Braum,Zyra","1,307"
Diamond,Mid,Nocturne,B,49.57%,0.6%,0.4%,"Zoe,Kassadin,Ahri,Garen,Quinn,Akali,Cassiopeia",115
Diamond,Jungle,Trundle,B,49.53%,0.6%,0.1%,"Evelynn,Karthus,Jax,Skarner,Kayn,Zac,Vi",107
Diamond,Jungle,Vi,B,49.48%,1.5%,0.1%,"Karthus,Nocturne,Rammus,Poppy,Drmundo,Masteryi,Udyr",291
Diamond,Top,Jax,B,49.38%,4.6%,6.3%,"Kennen,Riven,Poppy,Chogath,Gangplank,Sylas,Mordekaiser",891
Diamond,Top,Cho'Gath,B,49.19%,2.9%,0.8%,"Shyvana,Garen,Mordekaiser,Drmundo,Ryze,Urgot,Camille",555
Diamond,Supp,Blitzcrank,B,49.18%,6.0%,4.0%,"Taric,Soraka,Xerath,Zyra,Galio,Morgana,Leona","1,161"
Diamond,Mid,Twisted Fate,C,49.15%,9.7%,1.5%,"Pyke,Qiyana,Tristana,Fizz,Cassiopeia,Talon,Viego","1,872"
Diamond,Top,Jayce,B,49.13%,3.9%,1.7%,"Cassiopeia,Tryndamere,Kayle,Singed,Yasuo,Maokai,Poppy",751
Diamond,Supp,Nautilus,B,49.10%,8.0%,6.5%,"Soraka,Sona,Taric,Seraphine,Leona,Alistar,Morgana","1,548"
Diamond,Jungle,Olaf,A,49.00%,5.7%,33.6%,"Masteryi,Ivern,Kindred,Skarner,Karthus,Evelynn,Leesin","1,102"
Diamond,Mid,Corki,B,48.98%,0.8%,0.0%,"Viego,Varus,Pantheon,Kled,Galio,Gragas,Velkoz",147
Diamond,Top,Volibear,C,48.95%,4.9%,2.1%,"Kled,Akali,Chogath,Kennen,Wukong,Illaoi,Karma",950
Diamond,Adc,Sivir,B,48.95%,1.7%,0.1%,"Caitlyn,Tristana,Senna,Samira,Vayne,Kaisa,Draven",333
Diamond,Top,Heimerdinger,B,48.91%,1.2%,1.0%,"Tryndamere,Fiora,Gragas,Zed,Rumble,Yasuo,Darius",229
Diamond,Supp,Rakan,B,48.91%,4.1%,0.2%,"Sona,Swain,Morgana,Shaco,Zyra,Soraka,Galio",781
Diamond,Supp,Gragas,B,48.85%,2.5%,1.8%,"Lux,Maokai,Lulu,Bard,Pyke,Xerath,Poppy",479
Diamond,Jungle,Lee Sin,C,48.85%,8.8%,1.8%,"Vi,Skarner,Shaco,Rengar,Nocturne,Ekko,Khazix","1,695"
Diamond,Jungle,Dr. Mundo,B,48.85%,3.4%,0.8%,"Skarner,Olaf,Gragas,Khazix,Ekko,Karthus,Shaco",651
Diamond,Supp,Yuumi,C,48.78%,7.6%,7.4%,"Sona,Nautilus,Blitzcrank,Taric,Leona,Rakan,Soraka","1,470"
Diamond,Top,Rengar,B,48.75%,2.7%,4.8%,"Maokai,Shen,Jax,Poppy,Malphite,Chogath,Kled",521
Diamond,Mid,Ahri,B,48.69%,3.6%,0.5%,"Ryze,Seraphine,Fizz,Kassadin,Diana,Annie,Velkoz",686
Diamond,Supp,Alistar,D,48.65%,13.6%,5.5%,"Sona,Taric,Zyra,Lulu,Soraka,Seraphine,Thresh","2,623"
Diamond,Jungle,Taliyah,B,48.62%,6.4%,7.8%,"Gragas,Rengar,Reksai,Leesin,Rammus,Kayn,Evelynn","1,234"
Diamond,Adc,Ezreal,D,48.60%,16.5%,1.8%,"Seraphine,Twitch,Varus,Tristana,Ashe,Senna,Vayne","3,183"
Diamond,Mid,Irelia,B,48.58%,4.0%,12.6%,"Annie,Aurelionsol,Pyke,Viego,Sett,Cassiopeia,Fizz",776
Diamond,Adc,Varus,B,48.56%,1.1%,0.0%,"Sivir,Samira,Tristana,Kalista,Jhin,Kaisa,Missfortune",208
Diamond,Jungle,Graves,D,48.56%,13.7%,15.4%,"Vi,Gragas,Poppy,Reksai,Olaf,Nunu,Drmundo","2,648"
Diamond,Mid,Yone,D,48.48%,12.0%,26.7%,"Viego,Neeko,Ahri,Yasuo,Katarina,Zed,Veigar","2,302"
Diamond,Top,Gangplank,C,48.43%,4.5%,2.2%,"Jayce,Quinn,Wukong,Singed,Pantheon,Mordekaiser,Yone",859
Diamond,Supp,Twitch,B,48.43%,0.8%,3.2%,"Soraka,Ashe,Swain,Maokai,Shen,Rakan,Alistar",159
Diamond,Adc,Xayah,C,48.41%,7.2%,0.3%,"Missfortune,Sivir,Tristana,Ashe,Vayne,Kaisa,Samira","1,382"
Diamond,Adc,Caitlyn,B,48.35%,3.3%,0.6%,"Tristana,Draven,Lucian,Kaisa,Senna,Xayah,Jinx",635
Diamond,Supp,Lux,B,48.33%,2.3%,0.2%,"Braum,Xerath,Janna,Twitch,Shaco,Thresh,Velkoz",449
Diamond,Mid,Neeko,B,48.26%,1.6%,0.3%,"Chogath,Xerath,Ziggs,Gragas,Rumble,Irelia,Annie",317
Diamond,Top,Irelia,D,48.25%,7.3%,12.6%,"Urgot,Ornn,Volibear,Shen,Akali,Illaoi,Gragas","1,403"
Diamond,Jungle,Zac,B,48.24%,2.1%,0.6%,"Karthus,Fiddlesticks,Gragas,Nunu,Skarner,Jarvaniv,Ivern",398
Diamond,Mid,Orianna,D,48.23%,7.2%,0.7%,"Lissandra,Neeko,Gragas,Talon,Irelia,Anivia,Annie","1,385"
Diamond,Top,Fiora,D,48.23%,5.1%,5.8%,"Yone,Volibear,Jayce,Kennen,Tryndamere,Malphite,Gragas",987
Diamond,Supp,Swain,B,48.21%,1.5%,0.6%,"Nami,Taric,Leona,Blitzcrank,Bard,Lux,Sett",280
Diamond,Supp,Pyke,C,48.18%,5.1%,2.9%,"Nami,Sona,Karma,Swain,Soraka,Blitzcrank,Lux",990
Diamond,Adc,Jinx,D,48.16%,10.1%,0.6%,"Seraphine,Sivir,Xayah,Varus,Kalista,Lucian,Vayne","1,954"
Diamond,Supp,Xerath,B,48.12%,1.5%,0.4%,"Neeko,Poppy,Zilean,Soraka,Nami,Pyke,Bard",293
Diamond,Mid,Tristana,B,48.11%,1.1%,0.7%,"Rumble,Zed,Orianna,Fizz,Kassadin,Viktor,Neeko",212
Diamond,Jungle,Warwick,B,47.90%,1.2%,0.2%,"Vi,Karthus,Lillia,Pantheon,Viego,Evelynn,Taliyah",238
Diamond,Jungle,Master Yi,B,47.89%,2.5%,3.2%,"Poppy,Reksai,Nocturne,Nunu,Jax,Fiddlesticks,Rammus",474
Diamond,Top,Kayle,B,47.86%,1.3%,0.3%,"Lulu,Kled,Sett,Pantheon,Riven,Irelia,Sylas",257
Diamond,Supp,Soraka,B,47.73%,2.5%,0.3%,"Swain,Sona,Maokai,Sett,Galio,Zilean,Pantheon",484
Diamond,Top,Sylas,C,47.72%,2.5%,2.9%,"Illaoi,Mordekaiser,Sion,Maokai,Garen,Yone,Urgot",482
Diamond,Supp,Senna,D,47.62%,8.3%,11.2%,"Pantheon,Lux,Gragas,Zilean,Maokai,Alistar,Soraka","1,598"
Diamond,Mid,Karma,B,47.56%,0.9%,0.5%,"Soraka,Karthus,Malzahar,Pyke,Azir,Seraphine,Nocturne",164
Diamond,Mid,Jayce,B,47.54%,1.0%,1.7%,"Shyvana,Malzahar,Diana,Lulu,Sion,Heimerdinger,Corki",183
Diamond,Top,Sett,D,47.09%,4.5%,1.6%,"Urgot,Poppy,Mordekaiser,Viego,Karma,Illaoi,Garen",860
Diamond,Top,Renekton,D,47.06%,9.1%,12.8%,"Teemo,Gangplank,Pantheon,Akali,Maokai,Karma,Gragas","1,753"
Diamond,Adc,Lucian,D,47.02%,7.0%,4.8%,"Varus,Twitch,Sivir,Missfortune,Swain,Seraphine,Draven","1,357"
Diamond,Top,Rumble,B,47.00%,1.0%,0.3%,"Singed,Mordekaiser,Illaoi,Nasus,Viego,Sion,Darius",200
Diamond,Mid,Sylas,D,46.92%,7.6%,2.9%,"Ahri,Azir,Velkoz,Xerath,Sett,Leblanc,Katarina","1,460"
Diamond,Mid,Veigar,B,46.85%,0.7%,0.1%,"Lissandra,Chogath,Pyke,Garen,Karma,Talon,Graves",143
Diamond,Supp,Brand,B,46.79%,1.6%,0.3%,"Viego,Shaco,Zilean,Sona,Rakan,Lux,Velkoz",312
Diamond,Top,Vladimir,C,46.74%,1.8%,5.2%,"Singed,Fiora,Yone,Mordekaiser,Akali,Shaco,Nasus",353
Diamond,Mid,Ryze,C,46.67%,1.8%,0.1%,"Lissandra,Syndra,Diana,Talon,Camille,Qiyana,Zoe",345
Diamond,Mid,Lucian,D,46.59%,4.7%,4.8%,"Malzahar,Heimerdinger,Pyke,Leblanc,Pantheon,Annie,Neeko",910
Diamond,Supp,Ashe,B,46.41%,0.8%,0.4%,"Soraka,Pantheon,Xerath,Yuumi,Heimerdinger,Braum,Sona",153
Diamond,Mid,Lulu,B,46.39%,0.5%,11.3%,"Twistedfate,Lissandra,Pantheon,Renekton,Malzahar,Diana,Kled",97
Diamond,Top,Tryndamere,D,46.39%,1.9%,1.1%,"Nocturne,Vladimir,Gnar,Viego,Mordekaiser,Kennen,Drmundo",360
Diamond,Mid,Syndra,D,46.18%,4.3%,0.7%,"Ahri,Xerath,Fizz,Seraphine,Annie,Orianna,Akali",825
Diamond,Mid,Rumble,C,46.17%,1.9%,0.3%,"Qiyana,Azir,Kayle,Akali,Camille,Leblanc,Pyke",366
Diamond,Top,Yasuo,C,46.11%,1.0%,11.1%,"Viego,Udyr,Pantheon,Fiora,Kayle,Olaf,Cassiopeia",193
Diamond,Jungle,Xin Zhao,B,46.11%,0.9%,0.1%,"Jarvaniv,Skarner,Olaf,Amumu,Gragas,Trundle,Taliyah",180
Diamond,Top,Shyvana,B,45.92%,0.5%,2.3%,"Kassadin,Janna,Fiora,Kled,Sion,Seraphine,Warwick",98
Diamond,Jungle,Lillia,D,45.65%,9.0%,4.1%,"Masteryi,Zac,Fiddlesticks,Pantheon,Karthus,Khazix,Rammus","1,735"
Diamond,Top,Dr. Mundo,B,45.63%,0.8%,0.8%,"Ornn,Yasuo,Pantheon,Kled,Maokai,Nocturne,Skarner",160
Diamond,Jungle,Jarvan IV,D,45.59%,3.2%,0.2%,"Nocturne,Masteryi,Evelynn,Drmundo,Ivern,Ekko,Shaco",612
Diamond,Supp,Sett,D,45.29%,3.5%,1.6%,"Zilean,Rakan,Janna,Sona,Bard,Zac,Pantheon",680
Diamond,Supp,Vel'Koz,B,45.29%,1.2%,0.2%,"Nautilus,Nami,Thresh,Blitzcrank,Sett,Morgana,Swain",223
Diamond,Top,Illaoi,D,44.98%,1.5%,0.9%,"Tryndamere,Urgot,Chogath,Kayle,Gragas,Riven,Jayce",289
Diamond,Supp,Pantheon,D,44.96%,2.9%,30.7%,"Taric,Brand,Shaco,Xerath,Galio,Blitzcrank,Lulu",556
Diamond,Mid,Garen,B,44.65%,0.8%,1.5%,"Ornn,Twistedfate,Zoe,Riven,Fiora,Chogath,Kled",159
Diamond,Top,Yorick,B,44.62%,0.7%,0.1%,"Singed,Sion,Kayle,Karma,Hecarim,Yone,Katarina",130
Diamond,Supp,Braum,C,44.57%,1.4%,0.1%,"Zilean,Maokai,Seraphine,Senna,Bard,Thresh,Lulu",276
Diamond,Top,Lucian,C,44.38%,0.9%,4.8%,"Ornn,Soraka,Viktor,Diana,Jax,Singed,Fiora",178
Diamond,Adc,Aphelios,D,44.34%,9.6%,3.1%,"Twitch,Ezreal,Kalista,Kaisa,Missfortune,Vayne,Ashe","1,856"
Diamond,Jungle,Shyvana,D,44.04%,6.1%,2.3%,"Sejuani,Rammus,Jarvaniv,Skarner,Shaco,Khazix,Fiddlesticks","1,167"
Diamond,Mid,Akali,D,43.74%,2.4%,7.3%,"Kassadin,Ahri,Zoe,Ekko,Lux,Qiyana,Aurelionsol",455
Diamond,Top,Vayne,D,43.06%,1.1%,7.1%,"Aatrox,Kennen,Teemo,Malphite,Gragas,Renekton,Chogath",216
Diamond,Adc,Yasuo,B,42.97%,0.7%,11.1%,"Anivia,Caitlyn,Varus,Seraphine,Zed,Kalista,Aphelios",128
Diamond,Mid,Swain,C,42.52%,0.7%,0.6%,"Qiyana,Tristana,Corki,Graves,Cassiopeia,Neeko,Leblanc",127
Diamond,Jungle,Sejuani,C,42.46%,0.9%,0.1%,"Viego,Tahmkench,Skarner,Elise,Rammus,Nunu,Sylas",179
Diamond,Supp,Neeko,C,41.38%,0.8%,0.3%,"Janna,Ashe,Braum,Shaco,Nami,Lux,Senna",145
Diamond,Jungle,Pantheon,D,40.81%,2.3%,30.7%,"Kindred,Xinzhao,Skarner,Ivern,Masteryi,Gragas,Rengar",446
Diamond,Jungle,Volibear,C,38.38%,0.5%,2.1%,"Karthus,Rengar,Nocturne,Sejuani,Nidalee,Ivern,Wukong",99
Master,Adc,Heimerdinger,A,85.71%,0.8%,1.0%,"Kaisa,Tristana,Twitch,Jinx",7
Master,Mid,Cho'Gath,A,83.33%,0.7%,0.4%,"Vladimir,Annie,Karma,Orianna,Yasuo",6
Master,Top,Rengar,S,80.00%,1.6%,7.1%,"Yasuo,Kled,Camille,Jax,Malphite,Gragas,Riven",15
Master,Top,Hecarim,S,80.00%,0.5%,29.0%,"Yone,Pantheon,Fiora,Gnar,Sett",5
Master,Mid,Jayce,S,80.00%,1.1%,2.7%,"Nunu,Diana,Annie,Twistedfate,Orianna,Riven,Yasuo",10
Master,Mid,Karthus,A,80.00%,0.5%,14.8%,"Talon,Irelia,Xerath,Zoe",5
Master,Top,Neeko,A,77.78%,1.0%,0.3%,"Renekton,Shen,Vladimir,Gangplank,Wukong,Garen,Riven",9
Master,Top,Lucian,A,66.67%,1.0%,8.3%,"Wukong,Jayce,Sion,Malphite,Renekton,Gragas,Gnar",9
Master,Supp,Taric,A,66.67%,1.3%,0.3%,"Senna,Thresh,Bard,Rell,Alistar,Janna,Nautilus",12
Master,Jungle,Rammus,A,66.67%,0.7%,1.1%,"Kindred,Ivern,Nidalee,Hecarim,Kayn",6
Master,Adc,Kalista,A,66.67%,4.0%,0.3%,"Ashe,Seraphine,Lucian,Tristana,Jhin,Aphelios,Vayne",36
Master,Adc,Seraphine,A,66.67%,2.6%,33.1%,"Tristana,Jhin,Aphelios,Ezreal,Kaisa,Senna,Vayne",24
Master,Top,Aatrox,S+,66.13%,6.8%,2.6%,"Urgot,Ryze,Chogath,Malphite,Sett,Shen,Jax",62
Master,Top,Wukong,S,64.71%,3.7%,1.7%,"Jax,Renekton,Nasus,Aatrox,Neeko,Camille,Shen",34
Master,Top,Illaoi,A,64.29%,1.5%,0.3%,"Vladimir,Malphite,Pantheon,Camille,Kayle,Jax,Karma",14
Master,Jungle,Taliyah,S+,63.77%,7.6%,13.5%,"Nunu,Twitch,Leesin,Nidalee,Udyr,Sejuani,Kayn",69
Master,Top,Nasus,A,63.64%,1.2%,0.3%,"Malphite,Vayne,Shen,Camille,Irelia,Gangplank,Wukong",11
Master,Supp,Lux,A,63.64%,1.2%,0.1%,"Bard,Sett,Thresh,Morgana,Janna,Leona,Seraphine",11
Master,Mid,Rumble,S,63.33%,3.3%,0.6%,"Leblanc,Irelia,Corki,Sylas,Sett,Orianna,Vladimir",30
Master,Mid,Qiyana,S,62.96%,3.0%,1.7%,"Annie,Galio,Leblanc,Sion,Anivia,Viego,Sylas",27
Master,Top,Dr. Mundo,A,62.50%,0.9%,0.4%,"Teemo,Vayne,Viego,Rumble,Mordekaiser,Quinn,Gnar",8
Master,Top,Yasuo,A,62.50%,0.9%,5.0%,"Gragas,Darius,Aatrox,Irelia,Mordekaiser,Garen,Rengar",8
Master,Mid,Gragas,A,62.50%,0.9%,3.1%,"Cassiopeia,Akali,Talon,Katarina,Syndra,Zoe,Sylas",8
Master,Adc,Yasuo,A,62.50%,0.9%,5.0%,"Tristana,Twitch,Kaisa,Swain,Jinx,Xayah,Aphelios",8
Master,Mid,Kassadin,S+,60.98%,4.5%,25.7%,"Anivia,Ahri,Viktor,Zoe,Yasuo,Yone,Twistedfate",41
Master,Supp,Pantheon,S,60.71%,3.1%,29.4%,"Galio,Nautilus,Lulu,Rell,Alistar,Yuumi,Janna",28
Master,Supp,Blitzcrank,S,60.53%,4.2%,1.8%,"Janna,Leona,Lulu,Yuumi,Seraphine,Galio,Karma",38
Master,Mid,Twisted Fate,S+,60.50%,13.1%,3.2%,"Renekton,Pyke,Galio,Akali,Jayce,Vladimir,Rumble",119
Master,Top,Jax,S+,60.38%,5.8%,9.1%,"Gragas,Kennen,Volibear,Rengar,Tahmkench,Viego,Illaoi",53
Master,Top,Ryze,A,60.00%,1.1%,0.1%,"Shen,Jayce,Garen,Gnar,Malphite,Gragas,Aatrox",10
Master,Top,Heimerdinger,A,60.00%,0.5%,1.0%,"Gnar,Camille,Chogath,Renekton,Viego",5
Master,Top,Vayne,A,60.00%,1.6%,5.6%,"Gragas,Riven,Darius,Gnar,Camille,Tryndamere,Drmundo",15
Master,Top,Tryndamere,S,60.00%,2.2%,1.8%,"Renekton,Vayne,Fiora,Camille,Kayle,Jayce,Gnar",20
Master,Jungle,Poppy,A,60.00%,1.6%,0.2%,"Olaf,Nunu,Graves,Kindred,Nidalee,Fiddlesticks,Karthus",15
Master,Jungle,Rengar,S,60.00%,3.8%,7.1%,"Fiddlesticks,Masteryi,Warwick,Evelynn,Hecarim,Viego,Reksai",35
Master,Jungle,Twitch,B,60.00%,0.5%,1.6%,"Drmundo,Lillia,Graves,Taliyah,Ivern",5
Master,Jungle,Nocturne,B,60.00%,0.5%,0.5%,"Pantheon,Reksai,Shyvana,Khazix,Lillia",5
Master,Supp,Nami,A,58.82%,1.9%,0.2%,"Janna,Lulu,Neeko,Pyke,Yuumi,Thresh,Sett",17
Master,Supp,Sona,A,58.33%,1.3%,0.3%,"Morgana,Maokai,Xerath,Senna,Leona,Alistar,Soraka",12
Master,Mid,Fizz,S+,57.89%,4.2%,10.1%,"Ryze,Anivia,Lissandra,Kassadin,Zoe,Viego,Yone",38
Master,Mid,Lissandra,A,57.14%,0.8%,0.0%,"Kassadin,Zoe,Yone,Cassiopeia,Talon,Fizz,Velkoz",7
Master,Adc,Sivir,B,57.14%,0.8%,0.0%,"Ezreal,Kalista,Xayah,Missfortune,Vayne,Kaisa",7
Master,Adc,Kai'Sa,S+,57.06%,38.1%,50.2%,"Karthus,Kalista,Tristana,Missfortune,Vayne,Kogmaw,Ashe",347
Master,Adc,Miss Fortune,A,56.47%,9.3%,1.1%,"Sivir,Lucian,Samira,Kalista,Senna,Aphelios,Ezreal",85
Master,Mid,Anivia,S+,56.36%,6.0%,11.7%,"Tristana,Orianna,Rumble,Cassiopeia,Talon,Lux,Azir",55
Master,Supp,Seraphine,S+,56.30%,14.8%,33.1%,"Karthus,Shaco,Sona,Taric,Lux,Xerath,Taliyah",135
Master,Jungle,Olaf,S+,56.14%,6.3%,32.1%,"Nunu,Morgana,Karthus,Nidalee,Pantheon,Vi,Sylas",57
Master,Jungle,Udyr,S+,56.04%,10.0%,31.6%,"Drmundo,Poppy,Rengar,Ivern,Elise,Viego,Karthus",91
Master,Jungle,Nunu & Willump,A,55.88%,3.7%,5.9%,"Pantheon,Rengar,Kayn,Ekko,Reksai,Graves,Hecarim",34
Master,Jungle,Kindred,A,55.81%,4.7%,2.3%,"Nunu,Jarvaniv,Nidalee,Gragas,Kayn,Lillia,Shyvana",43
Master,Top,Nocturne,A,55.56%,1.0%,0.5%,"Pantheon,Camille,Aatrox,Gnar,Renekton,Rumble,Gragas",9
Master,Supp,Zyra,A,55.56%,1.0%,0.0%,"Brand,Pantheon,Bard,Alistar,Soraka,Morgana,Zilean",9
Master,Mid,LeBlanc,A,55.56%,3.0%,3.6%,"Anivia,Corki,Orianna,Fizz,Aurelionsol,Camille,Viego",27
Master,Mid,Karma,A,55.56%,1.0%,1.1%,"Chogath,Viktor,Yasuo,Zed,Katarina,Syndra,Seraphine",9
Master,Jungle,Zac,B,55.56%,1.0%,0.4%,"Udyr,Graves,Kayn,Drmundo,Leesin,Nidalee,Reksai",9
Master,Supp,Rakan,A,55.10%,5.4%,0.3%,"Leona,Nautilus,Alistar,Sett,Gragas,Lulu,Yuumi",49
Master,Adc,Senna,S,55.00%,17.6%,9.1%,"Soraka,Vayne,Varus,Kalista,Kaisa,Tristana,Twitch",160
Master,Supp,Gragas,A,54.55%,3.6%,3.1%,"Maokai,Lulu,Pyke,Rell,Galio,Alistar,Nautilus",33
Master,Supp,Shaco,A,54.55%,2.4%,4.6%,"Alistar,Soraka,Nautilus,Senna,Nami,Yuumi,Rell",22
Master,Mid,Ahri,A,54.55%,2.4%,0.1%,"Twistedfate,Orianna,Seraphine,Yasuo,Zed,Azir,Sett",22
Master,Top,Camille,S+,54.50%,22.0%,30.4%,"Kayle,Pantheon,Rengar,Aatrox,Gragas,Gnar,Vayne",200
Master,Mid,Viktor,A,54.35%,5.1%,1.7%,"Orianna,Talon,Xerath,Fizz,Viego,Zed,Azir",46
Master,Mid,Orianna,S,54.22%,9.1%,0.6%,"Viego,Pantheon,Chogath,Jayce,Vladimir,Sett,Sylas",83
Master,Supp,Lulu,S,54.12%,9.3%,8.9%,"Morgana,Swain,Nautilus,Camille,Alistar,Karma,Rell",85
Master,Mid,Viego,S,54.10%,6.7%,41.7%,"Anivia,Irelia,Ahri,Jayce,Lucian,Zed,Ekko",61
Master,Supp,Galio,A,54.00%,5.5%,7.1%,"Shen,Lulu,Senna,Sett,Janna,Rell,Thresh",50
Master,Supp,Nautilus,S,53.85%,7.1%,5.7%,"Morgana,Taric,Xerath,Seraphine,Yuumi,Rell,Thresh",65
Master,Supp,Sett,A,53.85%,4.3%,1.6%,"Shaco,Karma,Blitzcrank,Nautilus,Yuumi,Pyke,Alistar",39
Master,Top,Jayce,A,53.70%,5.9%,2.7%,"Urgot,Irelia,Wukong,Cassiopeia,Rengar,Illaoi,Darius",54
Master,Mid,Renekton,A,53.33%,1.6%,20.7%,"Akali,Ahri,Viego,Orianna,Qiyana,Olaf,Twistedfate",15
Master,Jungle,Evelynn,S,53.33%,3.3%,14.0%,"Fiddlesticks,Nidalee,Taliyah,Lillia,Hecarim,Udyr,Karthus",30
Master,Mid,Irelia,A,53.13%,3.5%,18.0%,"Galio,Karthus,Kassadin,Katarina,Renekton,Cassiopeia,Shen",32
Master,Top,Darius,S+,52.94%,5.6%,19.0%,"Tryndamere,Skarner,Nasus,Garen,Shen,Viego,Aatrox",51
Master,Jungle,Kayn,A,52.81%,9.8%,8.6%,"Olaf,Rammus,Drmundo,Leesin,Poppy,Karthus,Reksai",89
