divison,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Platinum,Jungle,Wukong,A,50.90%,0.6%,0.0%,"Rek'Sai,Sejuani,Ivern,Viego,Master Yi,Karthus,Warwick","1,670"
Platinum,Mid,Katarina,S,50.87%,9.0%,0.0%,"Seraphine,Garen,Tristana,Neeko,Rumble,Sett,Qiyana","23,890"
Platinum,Mid,Ekko,S,50.82%,5.9%,0.0%,"Qiyana,Neeko,Ziggs,Viego,Lux,Zed,Katarina","15,792"
Platinum,Jungle,Nunu & Willump,A,50.76%,5.0%,0.0%,"Fiddlesticks,Vi,Evelynn,Hecarim,Rek'Sai,Kindred,Elise","13,333"
Platinum,Top,Gnar,S,50.72%,10.4%,0.0%,"Maokai,Wukong,Rengar,Malphite,Quinn,Poppy,Irelia","27,782"
Platinum,Adc,Jhin,S+,50.71%,24.3%,0.0%,"Seraphine,Tristana,Draven,Kalista,Vayne,Kai'Sa,Twitch","64,705"
Platinum,Mid,Cassiopeia,A,50.63%,2.8%,0.0%,"Lissandra,Pantheon,Lux,Xerath,Fizz,Anivia,Ziggs","7,343"
Platinum,Top,Mordekaiser,S,50.62%,6.1%,0.0%,"Sylas,Vayne,Pantheon,Riven,Kayle,Jax,Gnar","16,155"
Platinum,Supp,Lulu,S,50.56%,13.7%,0.0%,"Blitzcrank,Seraphine,Bard,Brand,Maokai,Zyra,Thresh","36,474"
Platinum,Top,Shen,S,50.53%,6.6%,0.0%,"Vayne,Poppy,Illaoi,Darius,Garen,Quinn,Jayce","17,506"
Platinum,Adc,Draven,A,50.51%,3.9%,0.0%,"Seraphine,Ashe,Varus,Senna,Twitch,Kai'Sa,Samira","10,477"
Platinum,Top,Nasus,A,50.50%,4.4%,0.0%,"Rengar,Dr. Mundo,Kennen,Teemo,Volibear,Shen,Sylas","11,801"
Platinum,Jungle,Rengar,A,50.48%,3.9%,0.0%,"Xin Zhao,Skarner,Rammus,Udyr,Dr. Mundo,Ivern,Olaf","10,409"
Platinum,Mid,Vladimir,A,50.47%,5.5%,0.0%,"Anivia,Pantheon,Annie,Malzahar,Vel'Koz,Galio,Lux","14,610"
Platinum,Mid,Jayce,A,50.37%,0.7%,0.0%,"Ziggs,Xerath,Tristana,Syndra,Seraphine,Diana,Viego","1,868"
Platinum,Adc,Miss Fortune,A,50.34%,8.2%,0.0%,"Sivir,Jhin,Ashe,Draven,Caitlyn,Kai'Sa,Senna","21,793"
Platinum,Mid,Zed,A,50.32%,10.0%,0.0%,"Malphite,Rumble,Malzahar,Diana,Garen,Pantheon,Sylas","26,687"
Platinum,Mid,Viego,A,50.30%,3.3%,0.0%,"Malzahar,Lissandra,Anivia,Tristana,Annie,Neeko,Azir","8,894"
Platinum,Adc,Twitch,A,50.28%,5.0%,0.0%,"Tristana,Miss Fortune,Seraphine,Sivir,Varus,Lucian,Vayne","13,418"
Platinum,Jungle,Ekko,A,50.26%,7.7%,0.0%,"Xin Zhao,Skarner,Rammus,Nunu,Ivern,Kha'Zix,Udyr","20,401"
Platinum,Top,Poppy,A,50.25%,2.1%,0.0%,"Maokai,Sion,Vayne,Kled,Quinn,Mordekaiser,Malphite","5,578"
Platinum,Mid,Ziggs,A,50.24%,1.2%,0.0%,"Morgana,Corki,Ryze,Lissandra,Vladimir,Yasuo,Viego","3,097"
Platinum,Jungle,Elise,A,50.21%,6.6%,0.0%,"Fiddlesticks,Warwick,Shaco,Karthus,Nocturne,Ivern,Skarner","17,552"
Platinum,Top,Camille,A,50.19%,11.8%,0.0%,"Heimerdinger,Vayne,Teemo,Riven,Malphite,Kennen,Maokai","31,433"
Platinum,Jungle,Evelynn,A,50.12%,5.6%,0.0%,"Xin Zhao,Jarvan IV,Rengar,Karthus,Udyr,Rek'Sai,Rammus","14,811"
Platinum,Supp,Janna,A,50.10%,5.5%,0.0%,"Maokai,Sona,Seraphine,Twitch,Nami,Xerath,Senna","14,554"
Platinum,Supp,Brand,A,50.09%,3.4%,0.0%,"Maokai,Sona,Vel'Koz,Shaco,Seraphine,Leona,Blitzcrank","9,126"
Platinum,Mid,Lux,A,50.04%,3.8%,0.0%,"Viktor,Galio,Vel'Koz,Ryze,Qiyana,Pantheon,Xerath","10,182"
Platinum,Supp,Alistar,A,50.02%,10.9%,0.0%,"Swain,Bard,Lux,Janna,Morgana,Taric,Vel'Koz","28,964"
Platinum,Mid,Cho'Gath,A,50.00%,0.5%,0.0%,"Rumble,Lux,Qiyana,Veigar,Anivia,Malzahar,Akali","1,400"
Platinum,Top,Teemo,B,49.99%,2.6%,0.0%,"Yasuo,Yorick,Kled,Pantheon,Heimerdinger,Akali,Maokai","6,984"
Platinum,Top,Vayne,B,49.97%,1.5%,0.0%,"Illaoi,Quinn,Malphite,Teemo,Yasuo,Singed,Kennen","3,916"
Platinum,Top,Kennen,B,49.93%,1.7%,0.0%,"Rumble,Kled,Mordekaiser,Sion,Pantheon,Singed,Kayle","4,474"
Platinum,Mid,Gragas,B,49.91%,0.6%,0.0%,"Talon,Seraphine,Ahri,Ziggs,Anivia,Ryze,Viego","1,695"
Platinum,Adc,Kog'Maw,B,49.87%,0.6%,0.0%,"Twitch,Vayne,Varus,Xayah,Yasuo,Jhin,Jinx","1,568"
Platinum,Top,Illaoi,B,49.84%,2.1%,0.0%,"Heimerdinger,Tryndamere,Poppy,Quinn,Kayle,Rumble,Mordekaiser","5,496"
Platinum,Mid,Yone,C,49.80%,12.0%,0.0%,"Anivia,Pantheon,Qiyana,Corki,Tristana,Renekton,Annie","31,825"
Platinum,Jungle,Gragas,B,49.77%,2.7%,0.0%,"Rengar,Skarner,Vi,Nocturne,Olaf,Fiddlesticks,Udyr","7,283"
Platinum,Supp,Xerath,B,49.75%,2.2%,0.0%,"Maokai,Blitzcrank,Nautilus,Sona,Rell,Leona,Bard","5,915"
Platinum,Top,Sett,B,49.70%,5.8%,0.0%,"Dr. Mundo,Riven,Gragas,Volibear,Malphite,Aatrox,Singed","15,313"
Platinum,Top,Urgot,B,49.69%,3.2%,0.0%,"Illaoi,Kennen,Teemo,Malphite,Yasuo,Wukong,Poppy","8,412"
Platinum,Supp,Vel'Koz,B,49.69%,1.8%,0.0%,"Sett,Yuumi,Pyke,Zilean,Blitzcrank,Ashe,Thresh","4,826"
Platinum,Jungle,Olaf,B,49.65%,5.0%,0.0%,"Ivern,Rammus,Karthus,Warwick,Skarner,Nunu,Shaco","13,435"
Platinum,Supp,Nautilus,C,49.64%,8.3%,0.0%,"Rell,Leona,Galio,Swain,Lulu,Seraphine,Brand","22,053"
Platinum,Adc,Samira,D,49.63%,14.4%,0.0%,"Senna,Jhin,Vayne,Miss Fortune,Ashe,Twitch,Lucian","38,222"
Platinum,Top,Karma,B,49.59%,0.6%,0.0%,"Heimerdinger,Kennen,Yorick,Quinn,Urgot,Singed,Poppy","1,587"
Platinum,Mid,Yasuo,D,49.59%,9.3%,0.0%,"Sett,Garen,Pantheon,Viego,Galio,Vladimir,Renekton","24,736"
Platinum,Jungle,Jarvan IV,B,49.48%,3.6%,0.0%,"Shaco,Karthus,Kindred,Elise,Xin Zhao,Sejuani,Nocturne","9,665"
Platinum,Jungle,Kayn,D,49.47%,9.8%,0.0%,"Rek'Sai,Warwick,Master Yi,Skarner,Xin Zhao,Ivern,Kha'Zix","26,160"
Platinum,Supp,Morgana,D,49.44%,7.5%,0.0%,"Sona,Zilean,Xerath,Zyra,Seraphine,Nami,Maokai","20,012"
Platinum,Top,Yorick,B,49.42%,1.4%,0.0%,"Singed,Kennen,Kled,Pantheon,Shen,Kayle,Sett","3,638"
Platinum,Top,Kayle,B,49.36%,1.8%,0.0%,"Quinn,Riven,Teemo,Tryndamere,Yone,Irelia,Kled","4,696"
Platinum,Mid,Talon,B,49.34%,2.9%,0.0%,"Garen,Pantheon,Jayce,Neeko,Leblanc,Azir,Anivia","7,785"
Platinum,Jungle,Vi,B,49.32%,3.1%,0.0%,"Skarner,Udyr,Jarvan IV,Olaf,Ekko,Sejuani,Fiddlesticks","8,359"
Platinum,Adc,Kalista,B,49.32%,1.4%,0.0%,"Seraphine,Varus,Draven,Samira,Tristana,Twitch,Kai'Sa","3,753"
Platinum,Supp,Swain,C,49.24%,3.3%,0.0%,"Twitch,Galio,Zilean,Blitzcrank,Seraphine,Janna,Xerath","8,674"
Platinum,Jungle,Viego,D,49.24%,10.4%,0.0%,"Sejuani,Fiddlesticks,Udyr,Skarner,Shaco,Rammus,Warwick","27,594"
Platinum,Jungle,Master Yi,C,49.23%,4.6%,0.0%,"Udyr,Shaco,Rammus,Skarner,Jarvan IV,Karthus,Warwick","12,373"
Platinum,Supp,Yuumi,D,49.20%,9.0%,0.0%,"Galio,Zilean,Rell,Leona,Alistar,Bard,Thresh","23,975"
Platinum,Mid,LeBlanc,C,49.16%,3.5%,0.0%,"Rumble,Malzahar,Galio,Ahri,Anivia,Neeko,Seraphine","9,309"
Platinum,Supp,Rakan,C,49.14%,3.7%,0.0%,"Bard,Rell,Zilean,Shaco,Galio,Xerath,Brand","9,742"
Platinum,Top,Gragas,D,49.13%,4.6%,0.0%,"Singed,Yone,Garen,Cho'Gath,Riven,Viego,Rengar","12,312"
Platinum,Mid,Qiyana,B,49.11%,1.7%,0.0%,"Pyke,Ziggs,Vladimir,Pantheon,Rumble,Malzahar,Galio","4,433"
Platinum,Top,Pantheon,B,49.11%,2.2%,0.0%,"Kayle,Sion,Wukong,Rengar,Cho'Gath,Sylas,Gangplank","5,981"
Platinum,Jungle,Xin Zhao,B,49.09%,1.2%,0.0%,"Poppy,Rek'Sai,Ivern,Viego,Rammus,Nunu,Warwick","3,259"
Platinum,Supp,Taric,B,48.87%,1.1%,0.0%,"Nami,Zilean,Soraka,Janna,Sett,Shaco,Swain","2,838"
Platinum,Mid,Sett,B,48.85%,0.7%,0.0%,"Lissandra,Renekton,Malzahar,Neeko,Malphite,Garen,Annie","1,785"
Platinum,Top,Tryndamere,C,48.77%,2.4%,0.0%,"Kled,Volibear,Poppy,Cho'Gath,Malphite,Nasus,Darius","6,363"
Platinum,Top,Aatrox,D,48.75%,6.6%,0.0%,"Heimerdinger,Singed,Yorick,Quinn,Maokai,Wukong,Mordekaiser","17,560"
Platinum,Top,Yone,C,48.73%,1.8%,0.0%,"Rengar,Wukong,Kennen,Renekton,Heimerdinger,Vayne,Gnar","4,736"
Platinum,Mid,Xerath,C,48.72%,2.5%,0.0%,"Rumble,Ziggs,Pantheon,Talon,Fizz,Galio,Ekko","6,556"
Platinum,Supp,Pyke,D,48.71%,5.3%,0.0%,"Zyra,Shaco,Thresh,Zilean,Janna,Lulu,Leona","14,019"
Platinum,Top,Renekton,D,48.67%,7.7%,0.0%,"Kayle,Jax,Illaoi,Urgot,Teemo,Ornn,Volibear","20,508"
Platinum,Supp,Braum,C,48.64%,2.0%,0.0%,"Vel'Koz,Shaco,Taric,Zilean,Zyra,Galio,Rell","5,452"
Platinum,Adc,Jinx,D,48.57%,8.0%,0.0%,"Sivir,Kai'Sa,Jhin,Senna,Vayne,Kalista,Draven","21,300"
Platinum,Top,Tahm Kench,B,48.53%,0.5%,0.0%,"Kled,Quinn,Singed,Yorick,Lucian,Warwick,Sett","1,463"
Platinum,Mid,Sylas,D,48.51%,6.4%,0.0%,"Malzahar,Seraphine,Kassadin,Anivia,Vel'Koz,Galio,Ahri","17,164"
Platinum,Supp,Zyra,D,48.47%,2.7%,0.0%,"Zilean,Leona,Vel'Koz,Alistar,Blitzcrank,Janna,Sett","7,264"
Platinum,Top,Rumble,B,48.47%,1.1%,0.0%,"Quinn,Darius,Riven,Shen,Kayle,Renekton,Gnar","2,806"
Platinum,Top,Jax,D,48.42%,4.8%,0.0%,"Vladimir,Sion,Malphite,Rengar,Quinn,Cho'Gath,Kled","12,707"
Platinum,Adc,Caitlyn,D,48.39%,5.4%,0.0%,"Sivir,Kalista,Jhin,Tristana,Twitch,Kai'Sa,Senna","14,421"
Platinum,Jungle,Zac,C,48.36%,2.9%,0.0%,"Jarvan IV,Gragas,Warwick,Fiddlesticks,Karthus,Shaco,Rammus","7,730"
Platinum,Jungle,Kindred,C,48.36%,2.8%,0.0%,"Rengar,Poppy,Fiddlesticks,Amumu,Shaco,Vi,Skarner","7,554"
Platinum,Jungle,Sejuani,B,48.30%,1.6%,0.0%,"Trundle,Skarner,Dr. Mundo,Gragas,Nunu,Ekko,Olaf","4,354"
Platinum,Supp,Senna,D,48.28%,10.5%,0.0%,"Xerath,Zilean,Bard,Vel'Koz,Zyra,Seraphine,Sona","27,980"
Platinum,Mid,Twisted Fate,D,48.27%,8.3%,0.0%,"Corki,Diana,Vel'Koz,Annie,Veigar,Yasuo,Pyke","22,051"
Platinum,Jungle,Nidalee,D,48.24%,5.0%,0.0%,"Vi,Udyr,Nunu,Fiddlesticks,Rammus,Rengar,Gragas","13,352"
Platinum,Adc,Varus,B,48.21%,1.1%,0.0%,"Sivir,Tristana,Jinx,Ashe,Kai'Sa,Caitlyn,Senna","2,956"
Platinum,Mid,Lissandra,D,48.17%,2.1%,0.0%,"Malzahar,Ahri,Annie,Vel'Koz,Seraphine,Tristana,Corki","5,466"
Platinum,Top,Sylas,C,48.14%,1.6%,0.0%,"Poppy,Jayce,Wukong,Tryndamere,Warwick,Rumble,Riven","4,173"
Platinum,Jungle,Volibear,B,48.13%,1.3%,0.0%,"Trundle,Kindred,Olaf,Sejuani,Dr. Mundo,Skarner,Shaco","3,455"
Platinum,Supp,Lux,D,48.12%,3.9%,0.0%,"Blitzcrank,Karma,Soraka,Pyke,Sona,Nautilus,Yuumi","10,349"
Platinum,Jungle,Shyvana,D,48.07%,5.1%,0.0%,"Ivern,Xin Zhao,Shaco,Kindred,Rek'Sai,Udyr,Skarner","13,644"
Platinum,Supp,Karma,D,48.05%,6.3%,0.0%,"Rakan,Maokai,Janna,Sona,Bard,Seraphine,Braum","16,663"
Platinum,Top,Jayce,D,48.05%,2.6%,0.0%,"Yorick,Lucian,Poppy,Quinn,Rengar,Rumble,Heimerdinger","6,953"
Platinum,Top,Vladimir,C,48.02%,1.5%,0.0%,"Illaoi,Sylas,Pantheon,Cho'Gath,Yorick,Mordekaiser,Sett","4,086"
Platinum,Supp,Soraka,D,47.98%,3.3%,0.0%,"Braum,Vel'Koz,Bard,Lulu,Xerath,Nami,Zyra","8,767"
Platinum,Adc,Lucian,D,47.94%,9.1%,0.0%,"Sivir,Ashe,Kalista,Jhin,Vayne,Kai'Sa,Jinx","24,247"
Platinum,Adc,Ezreal,D,47.94%,17.0%,0.0%,"Ashe,Tristana,Vayne,Kai'Sa,Varus,Sivir,Jhin","45,299"
Platinum,Adc,Yasuo,B,47.94%,0.7%,0.0%,"Swain,Tristana,Caitlyn,Samira,Xayah,Senna,Vayne","1,988"
Platinum,Supp,Gragas,B,47.91%,0.8%,0.0%,"Swain,Zilean,Nami,Soraka,Ashe,Blitzcrank,Xerath","2,158"
Platinum,Mid,Zoe,D,47.75%,3.7%,0.0%,"Pyke,Annie,Orianna,Seraphine,Kassadin,Galio,Fizz","9,747"
Platinum,Mid,Orianna,D,47.74%,6.2%,0.0%,"Vel'Koz,Corki,Seraphine,Fizz,Malzahar,Annie,Diana","16,493"
Platinum,Jungle,Taliyah,D,47.72%,2.9%,0.0%,"Nocturne,Fiddlesticks,Skarner,Udyr,Ivern,Shaco,Zac","7,757"
Platinum,Jungle,Amumu,B,47.69%,1.4%,0.0%,"Skarner,Volibear,Dr. Mundo,Jarvan IV,Sejuani,Ekko,Kha'Zix","3,607"
Platinum,Top,Gangplank,D,47.58%,4.0%,0.0%,"Kayle,Kled,Quinn,Kennen,Wukong,Garen,Riven","10,624"
Platinum,Top,Fiora,D,47.55%,4.9%,0.0%,"Warwick,Quinn,Kennen,Rengar,Malphite,Poppy,Urgot","13,017"
Platinum,Top,Viego,D,47.53%,4.2%,0.0%,"Warwick,Wukong,Quinn,Volibear,Singed,Sett,Shen","11,234"
Platinum,Adc,Xayah,D,47.52%,5.8%,0.0%,"Miss Fortune,Caitlyn,Senna,Draven,Ezreal,Ashe,Kai'Sa","15,304"
Platinum,Jungle,Trundle,B,47.51%,0.7%,0.0%,"Ivern,Nocturne,Pantheon,Rengar,Ekko,Viego,Jax","1,886"
Platinum,Top,Irelia,D,47.36%,6.8%,0.0%,"Rengar,Volibear,Garen,Tryndamere,Jax,Riven,Sett","18,111"
Platinum,Supp,Ashe,C,47.21%,1.1%,0.0%,"Pyke,Xerath,Twitch,Karma,Rakan,Leona,Sett","3,033"
Platinum,Jungle,Graves,D,47.19%,10.1%,0.0%,"Skarner,Fiddlesticks,Rammus,Udyr,Ivern,Hecarim,Warwick","26,880"
Platinum,Top,Lucian,C,47.08%,0.8%,0.0%,"Ornn,Malphite,Gragas,Sion,Yone,Cho'Gath,Quinn","2,020"
Platinum,Supp,Neeko,B,47.05%,0.7%,0.0%,"Braum,Pantheon,Galio,Janna,Bard,Zyra,Lux","1,896"
Platinum,Top,Ryze,C,46.91%,0.7%,0.0%,"Heimerdinger,Yasuo,Rumble,Quinn,Wukong,Sion,Fiora","1,989"
Platinum,Top,Yasuo,D,46.77%,1.4%,0.0%,"Wukong,Garen,Quinn,Riven,Sion,Gangplank,Rengar","3,853"
Platinum,Mid,Karma,B,46.73%,0.6%,0.0%,"Rumble,Veigar,Seraphine,Aurelion Sol,Viego,Twisted Fate,Lissandra","1,466"
Platinum,Adc,Aphelios,D,46.66%,7.4%,0.0%,"Kalista,Sivir,Draven,Miss Fortune,Ashe,Senna,Vayne","19,622"
Platinum,Mid,Veigar,D,46.53%,1.9%,0.0%,"Cassiopeia,Aurelion Sol,Lux,Katarina,Viego,Anivia,Vladimir","4,997"
Platinum,Supp,Pantheon,D,46.49%,2.9%,0.0%,"Gragas,Zilean,Taric,Rell,Xerath,Blitzcrank,Alistar","7,599"
Platinum,Top,Dr. Mundo,D,46.46%,1.1%,0.0%,"Yone,Sylas,Illaoi,Garen,Yorick,Rengar,Ryze","3,020"
Platinum,Jungle,Lillia,D,46.33%,6.3%,0.0%,"Skarner,Fiddlesticks,Rek'Sai,Shaco,Evelynn,Karthus,Gragas","16,729"
Platinum,Mid,Azir,D,46.15%,2.0%,0.0%,"Ryze,Vel'Koz,Qiyana,Tristana,Ziggs,Kassadin,Neeko","5,421"
Platinum,Mid,Ryze,D,46.15%,2.4%,0.0%,"Corki,Lissandra,Tristana,Malzahar,Ahri,Seraphine,Galio","6,277"
Platinum,Jungle,Lee Sin,D,46.12%,7.7%,0.0%,"Xin Zhao,Sejuani,Rammus,Rek'Sai,Warwick,Ivern,Gragas","20,373"
Platinum,Mid,Irelia,D,45.89%,3.7%,0.0%,"Rumble,Corki,Cassiopeia,Seraphine,Vladimir,Lissandra,Ziggs","9,943"
Platinum,Supp,Twitch,D,45.71%,1.4%,0.0%,"Sona,Bard,Rell,Xerath,Lulu,Yuumi,Galio","3,815"
Platinum,Mid,Lucian,D,45.62%,3.6%,0.0%,"Corki,Malzahar,Pyke,Diana,Cassiopeia,Viktor,Seraphine","9,563"
Platinum,Mid,Syndra,D,45.36%,3.7%,0.0%,"Seraphine,Diana,Xerath,Katarina,Lux,Heimerdinger,Galio","9,911"
Platinum,Supp,Sett,D,45.03%,2.3%,0.0%,"Rakan,Soraka,Zilean,Janna,Shaco,Rell,Brand","6,058"
Platinum,Jungle,Jax,C,44.52%,0.8%,0.0%,"Elise,Rek'Sai,Nocturne,Skarner,Karthus,Dr. Mundo,Evelynn","2,228"
Platinum,Top,Akali,D,44.51%,1.2%,0.0%,"Tryndamere,Aatrox,Vayne,Cho'Gath,Rengar,Yasuo,Riven","3,235"
Platinum,Mid,Akali,D,43.88%,2.7%,0.0%,"Ziggs,Pantheon,Annie,Malzahar,Seraphine,Lux,Ahri","7,298"
Platinum,Jungle,Pantheon,D,42.79%,2.2%,0.0%,"Rammus,Fiddlesticks,Dr. Mundo,Karthus,Taliyah,Amumu,Nidalee","5,822"
Diamond,Adc,Seraphine,S,58.10%,1.4%,0.0%,"Twitch,Kalista,Varus,Lucian,Vayne,Miss Fortune,Draven",988
Diamond,Mid,Pyke,S,55.22%,1.0%,0.0%,"Annie,Viego,Zoe,Tristana,Zed,Xerath,Corki",661
Diamond,Jungle,Fiddlesticks,S+,54.91%,5.7%,0.0%,"Rek'Sai,Hecarim,Udyr,Vi,Gragas,Viego,Master Yi","3,934"
Diamond,Mid,Seraphine,S+,54.83%,3.0%,0.0%,"Tristana,Jayce,Rumble,Karma,Qiyana,Twisted Fate,Annie","2,030"
Diamond,Mid,Aurelion Sol,S,54.46%,1.2%,0.0%,"Seraphine,Veigar,Neeko,Pantheon,Cho'Gath,Azir,Ziggs",852
Diamond,Mid,Garen,A,54.42%,0.6%,0.0%,"Cassiopeia,Vladimir,Sylas,Viktor,Zoe,Riven,Qiyana",441
Diamond,Top,Cassiopeia,A,54.00%,0.6%,0.0%,"Singed,Ornn,Kennen,Rengar,Heimerdinger,Zed,Gangplank",413
Diamond,Mid,Heimerdinger,A,53.83%,0.6%,0.0%,"Malzahar,Irelia,Qiyana,Zed,Syndra,Pantheon,Vel'Koz",444
Diamond,Jungle,Udyr,S+,53.71%,12.7%,0.0%,"Warwick,Ivern,Kha'Zix,Gragas,Kayn,Evelynn,Jarvan IV","8,674"
Diamond,Jungle,Skarner,S,53.64%,2.9%,0.0%,"Kindred,Vi,Ivern,Shaco,Nunu,Volibear,Fiddlesticks","2,021"
Diamond,Jungle,Karthus,S+,53.56%,5.7%,0.0%,"Fiddlesticks,Gragas,Udyr,Vi,Kha'Zix,Sejuani,Kindred","3,915"
Diamond,Mid,Renekton,A,53.28%,0.9%,0.0%,"Nocturne,Zoe,Garen,Akali,Vladimir,Syndra,Azir",595
Diamond,Mid,Anivia,S+,53.27%,6.4%,0.0%,"Pyke,Veigar,Xerath,Kassadin,Diana,Cassiopeia,Lux","4,398"
Diamond,Jungle,Ivern,S,53.19%,4.6%,0.0%,"Warwick,Shaco,Karthus,Rek'Sai,Fiddlesticks,Taliyah,Viego","3,162"
Diamond,Jungle,Kha'Zix,S+,53.11%,11.7%,0.0%,"Vi,Gragas,Nunu,Skarner,Ivern,Fiddlesticks,Evelynn","8,055"
Diamond,Jungle,Rammus,S,53.00%,2.7%,0.0%,"Volibear,Karthus,Wukong,Kha'Zix,Fiddlesticks,Evelynn,Skarner","1,868"
Diamond,Top,Poppy,S,52.95%,2.5%,0.0%,"Maokai,Garen,Quinn,Volibear,Gnar,Mordekaiser,Teemo","1,711"
Diamond,Mid,Viego,S,52.80%,4.0%,0.0%,"Aurelion Sol,Seraphine,Malzahar,Lucian,Tristana,Vel'Koz,Yasuo","2,763"
Diamond,Supp,Rell,S+,52.74%,10.8%,0.0%,"Brand,Zilean,Morgana,Maokai,Nami,Xerath,Shaco","7,415"
Diamond,Supp,Bard,S+,52.73%,7.2%,0.0%,"Morgana,Sona,Vel'Koz,Nautilus,Shaco,Nami,Taric","4,921"
Diamond,Mid,Rumble,S,52.67%,1.9%,0.0%,"Renekton,Irelia,Pantheon,Annie,Lux,Fizz,Qiyana","1,274"
Diamond,Supp,Maokai,S,52.64%,3.5%,0.0%,"Sona,Brand,Yuumi,Rakan,Bard,Gragas,Morgana","2,371"
Diamond,Mid,Galio,S+,52.54%,6.2%,0.0%,"Aurelion Sol,Aatrox,Pyke,Qiyana,Lux,Rumble,Azir","4,284"
Diamond,Supp,Thresh,S+,52.53%,20.1%,0.0%,"Xerath,Swain,Rell,Maokai,Blitzcrank,Taric,Seraphine","13,768"
Diamond,Top,Garen,S+,52.48%,5.7%,0.0%,"Karma,Quinn,Rengar,Teemo,Camille,Tryndamere,Cho'Gath","3,897"
Diamond,Mid,Kassadin,S+,52.48%,7.2%,0.0%,"Renekton,Veigar,Rumble,Azir,Karma,Seraphine,Ahri","4,968"
Diamond,Top,Karma,A,52.45%,0.9%,0.0%,"Tryndamere,Singed,Heimerdinger,Viktor,Yasuo,Zed,Gangplank",612
Diamond,Adc,Swain,A,52.36%,0.8%,0.0%,"Yasuo,Miss Fortune,Vayne,Tristana,Aphelios,Lucian,Senna",552
Diamond,Supp,Galio,S,52.30%,3.3%,0.0%,"Maokai,Janna,Zilean,Bard,Brand,Braum,Gragas","2,258"
Diamond,Mid,Pantheon,S,52.18%,2.8%,0.0%,"Corki,Azir,Vladimir,Vel'Koz,Xerath,Malphite,Anivia","1,947"
Diamond,Top,Singed,S,52.15%,2.1%,0.0%,"Heimerdinger,Yone,Volibear,Garen,Sett,Illaoi,Riven","1,417"
Diamond,Mid,Zed,S+,52.15%,8.9%,0.0%,"Seraphine,Neeko,Garen,Malphite,Viego,Aurelion Sol,Rumble","6,083"
Diamond,Supp,Zilean,S,52.13%,3.5%,0.0%,"Braum,Swain,Shaco,Pyke,Thresh,Twitch,Sona","2,390"
Diamond,Top,Riven,S+,52.07%,8.0%,0.0%,"Poppy,Rengar,Tryndamere,Ornn,Darius,Pantheon,Kennen","5,487"
Diamond,Mid,Fizz,S,52.00%,5.5%,0.0%,"Seraphine,Viego,Diana,Tristana,Zoe,Pantheon,Kassadin","3,744"
Diamond,Top,Darius,S+,51.98%,8.0%,0.0%,"Yorick,Quinn,Gangplank,Vayne,Wukong,Akali,Ornn","5,514"
Diamond,Jungle,Evelynn,S,51.91%,6.1%,0.0%,"Fiddlesticks,Sejuani,Kindred,Karthus,Elise,Ekko,Hecarim","4,157"
Diamond,Adc,Ashe,S,51.90%,4.7%,0.0%,"Tristana,Seraphine,Varus,Vayne,Jinx,Kai'Sa,Caitlyn","3,245"
Diamond,Mid,Diana,S,51.89%,3.9%,0.0%,"Tristana,Irelia,Aurelion Sol,Vladimir,Galio,Seraphine,Katarina","2,700"
Diamond,Supp,Seraphine,S+,51.76%,14.6%,0.0%,"Maokai,Vel'Koz,Sett,Blitzcrank,Yuumi,Bard,Pyke","9,984"
Diamond,Adc,Kai'Sa,S+,51.72%,37.6%,0.0%,"Seraphine,Kalista,Tristana,Draven,Samira,Ashe,Jhin","25,795"
Diamond,Mid,Katarina,S+,51.70%,8.8%,0.0%,"Sett,Vladimir,Pantheon,Garen,Anivia,Neeko,Malzahar","6,008"
Diamond,Mid,Malphite,A,51.70%,0.6%,0.0%,"Garen,Ekko,Rumble,Anivia,Galio,Tryndamere,Diana",441
Diamond,Mid,Vladimir,S,51.66%,5.7%,0.0%,"Tristana,Rumble,Qiyana,Corki,Fizz,Zoe,Seraphine","3,887"
Diamond,Mid,Lux,S,51.64%,2.8%,0.0%,"Aurelion Sol,Malzahar,Vladimir,Gragas,Yasuo,Diana,Talon","1,925"
Diamond,Mid,Neeko,A,51.60%,1.9%,0.0%,"Xerath,Ahri,Fizz,Cassiopeia,Azir,Ryze,Twisted Fate","1,316"
Diamond,Top,Tryndamere,S,51.53%,2.4%,0.0%,"Teemo,Kled,Rengar,Yone,Kayle,Darius,Urgot","1,634"
Diamond,Jungle,Vi,A,51.51%,1.8%,0.0%,"Ivern,Gragas,Elise,Evelynn,Ekko,Rek'Sai,Jarvan IV","1,227"
Diamond,Jungle,Wukong,A,51.50%,0.5%,0.0%,"Xin Zhao,Poppy,Master Yi,Ekko,Zac,Rek'Sai,Olaf",367
Diamond,Mid,Malzahar,A,51.48%,2.5%,0.0%,"Pantheon,Sylas,Zed,Veigar,Neeko,Anivia,Ekko","1,725"
Diamond,Top,Gnar,S+,51.43%,12.0%,0.0%,"Rumble,Kennen,Lucian,Quinn,Jax,Illaoi,Darius","8,215"
Diamond,Adc,Twitch,S,51.40%,5.1%,0.0%,"Ashe,Kalista,Kai'Sa,Tristana,Samira,Aphelios,Draven","3,498"
Diamond,Adc,Tristana,S,51.39%,5.5%,0.0%,"Seraphine,Caitlyn,Jinx,Kalista,Miss Fortune,Jhin,Xayah","3,804"
