rank,lane,champion,tier,win_rate,pick_rate,ban_rate,counters,matches
Iron,Supp,Braum,4,0.4567,0.015,0.006,"Sett,Janna,Rell,Vel'Koz,Neeko,Lulu,Brand",1638
Iron,Top,Vladimir,3,0.4566,0.006,0.014,"Pantheon,Kayle,Ornn,Urgot,Kalista,Riven,Fiora",633
Iron,Top,Irelia,5,0.4554,0.051,0.087,"Tahm Kench,Warwick,Xin Zhao,Shen,Fiora,Poppy,Yorick",5404
Iron,Jungle,Garen,3,0.4549,0.009,0.093,"Sett,Ekko,Amumu,Nidalee,Shyvana,Nasus,Evelynn",899
Iron,Top,Kennen,3,0.4547,0.01,0.003,"Ornn,Cho'Gath,Sion,Shaco,Jayce,Yorick,Gnar",1038
Iron,Mid,Vladimir,4,0.4538,0.016,0.014,"Heimerdinger,Vel'Koz,Ziggs,Cassiopeia,Ekko,Diana,Malzahar",1644
Iron,Supp,Karma,4,0.4534,0.019,0.003,"Bard,Nautilus,Leona,Xerath,Vel'Koz,Brand,Janna",1983
Iron,Supp,Yuumi,5,0.4504,0.085,0.042,"Janna,Maokai,Leona,Veigar,Swain,Rell,Galio",8949
Iron,Top,Kalista,4,0.4488,0.01,0.014,"Singed,Rengar,Cho'Gath,Nasus,Urgot,Poppy,Riven",1045
Iron,Mid,Aurelion Sol,3,0.4484,0.007,0.004,"Brand,Heimerdinger,Galio,Neeko,Sett,Teemo,Pantheon",727
Iron,Mid,Zoe,5,0.4476,0.024,0.019,"Irelia,Yasuo,Leblanc,Yone,Azir,Diana,Lucian",2498
Iron,Mid,Twisted Fate,5,0.4468,0.022,0.002,"Teemo,Viego,Ekko,Orianna,Ziggs,Leblanc,Diana",2359
Iron,Jungle,Gragas,3,0.4457,0.011,0.004,"Lillia,Rengar,Amumu,Volibear,Kindred,Jarvan IV,Elise",1160
Iron,Supp,Ashe,3,0.4425,0.009,0.054,"Galio,Zyra,Lulu,Miss Fortune,Bard,Veigar,Neeko",913
Iron,Top,Camille,5,0.4424,0.02,0.017,"Sylas,Ornn,Xin Zhao,Renekton,Yone,Pantheon,Yorick",2073
Iron,Top,Olaf,4,0.4354,0.007,0.033,"Yorick,Wukong,Akali,Quinn,Singed,Sion,Warwick",751
Iron,Mid,Ezreal,4,0.4324,0.009,0.058,"Cassiopeia,Heimerdinger,Xerath,Zoe,Kassadin,Diana,Pantheon",962
Iron,Mid,Ryze,5,0.4323,0.021,0.004,"Brand,Morgana,Kassadin,Cassiopeia,Fizz,Galio,Zoe",2170
Iron,Jungle,Sett,3,0.4315,0.009,0.116,"Lillia,Elise,Pantheon,Wukong,Vi,Jax,Shaco",941
Iron,Mid,Qiyana,5,0.4265,0.017,0.004,"Cassiopeia,Syndra,Diana,Morgana,Sett,Veigar,Twisted Fate",1763
Iron,Mid,Azir,4,0.4236,0.011,0.004,"Xerath,Lucian,Veigar,Vladimir,Anivia,Cassiopeia,Viktor",1119
Iron,Top,Gangplank,5,0.4085,0.012,0.005,"Xin Zhao,Cho'Gath,Riven,Dr. Mundo,Volibear,Garen,Sion",1268
Bronze,Adc,Swain,2,0.5612,0.006,0.083,"Twitch,Varus,Sivir,Yasuo,Caitlyn,Vayne,Jhin",8653
Bronze,Mid,Garen,2,0.5499,0.008,0.091,"Viktor,Tristana,Veigar,Cassiopeia,Viego,Malzahar,Leblanc",12587
Bronze,Mid,Swain,2,0.5483,0.008,0.083,"Brand,Xerath,Vladimir,Morgana,Malzahar,Ziggs,Viktor",12762
Bronze,Supp,Swain,0,0.5437,0.057,0.083,"Zilean,Xerath,Vel'Koz,Brand,Zyra,Nami,Karma",86545
Bronze,Jungle,Dr. Mundo,0,0.5433,0.058,0.044,"Poppy,Master Yi,Trundle,Volibear,Vi,Shaco,Rammus",86828
Bronze,Top,Urgot,0,0.5432,0.065,0.083,"Sion,Wukong,Ornn,Malphite,Cho'Gath,Garen,Nasus",97512
Bronze,Jungle,Skarner,2,0.5403,0.01,0.003,"Rammus,Volibear,Jarvan IV,Sejuani,Dr. Mundo,Amumu,Olaf",14648
Bronze,Adc,Veigar,2,0.5354,0.007,0.034,"Sivir,Jhin,Kalista,Jinx,Senna,Draven,Vayne",10031
Bronze,Mid,Malzahar,1,0.5351,0.031,0.042,"Diana,Anivia,Vel'Koz,Morgana,Viktor,Galio,Brand",46855
Bronze,Jungle,Rammus,0,0.5326,0.047,0.102,"Amumu,Elise,Dr. Mundo,Volibear,Trundle,Fiddlesticks,Zac",70521
Bronze,Supp,Shaco,1,0.5325,0.021,0.21,"Braum,Swain,Nami,Zilean,Rell,Janna,Sona",31006
Bronze,Jungle,Volibear,1,0.5325,0.05,0.042,"Dr. Mundo,Nocturne,Amumu,Master Yi,Vi,Fiddlesticks,Jax",74557
Bronze,Supp,Brand,0,0.5316,0.076,0.155,"Xerath,Shaco,Swain,Zyra,Vel'Koz,Galio,Zilean",114057
Bronze,Top,Yorick,1,0.5314,0.023,0.011,"Sion,Urgot,Ornn,Yone,Kled,Akali,Wukong",34135
Bronze,Top,Garen,0,0.5312,0.132,0.091,"Yorick,Tahm Kench,Quinn,Urgot,Singed,Teemo,Sion",198583
Bronze,Mid,Diana,0,0.5296,0.06,0.069,"Galio,Brand,Heimerdinger,Vel'Koz,Veigar,Yasuo,Viktor",90635
Bronze,Top,Nasus,0,0.529,0.085,0.088,"Urgot,Garen,Yorick,Kled,Shen,Sion,Cho'Gath",128151
Bronze,Mid,Brand,1,0.5286,0.018,0.155,"Xerath,Morgana,Fizz,Heimerdinger,Veigar,Anivia,Syndra",27735
Bronze,Jungle,Amumu,1,0.5283,0.049,0.018,"Dr. Mundo,Zac,Volibear,Karthus,Trundle,Elise,Nunu",73483
Bronze,Top,Sion,2,0.5273,0.021,0.004,"Singed,Aatrox,Akali,Cho'Gath,Ornn,Garen,Kled",31313
Bronze,Top,Cho'Gath,1,0.5272,0.05,0.033,"Yorick,Urgot,Singed,Ornn,Garen,Mordekaiser,Kled",75192
Bronze,Top,Maokai,2,0.5245,0.007,0.009,"Sion,Dr. Mundo,Urgot,Mordekaiser,Cho'Gath,Garen,Kled",10933
Bronze,Supp,Zyra,1,0.5238,0.041,0.021,"Xerath,Shaco,Galio,Maokai,Swain,Alistar,Veigar",61790
Bronze,Mid,Malphite,2,0.5231,0.013,0.102,"Heimerdinger,Viktor,Sylas,Diana,Malzahar,Garen,Veigar",19447
Bronze,Mid,Vel'Koz,2,0.5222,0.018,0.014,"Swain,Xerath,Vladimir,Yone,Ekko,Fizz,Zed",26595
Bronze,Supp,Rell,1,0.5218,0.026,0.035,"Zilean,Vel'Koz,Brand,Neeko,Swain,Veigar,Zyra",38628
Bronze,Supp,Vel'Koz,2,0.5213,0.027,0.014,"Shaco,Maokai,Galio,Sona,Sett,Zyra,Pyke",40036
Bronze,Adc,Sivir,0,0.5205,0.076,0.051,"Tristana,Twitch,Jhin,Vayne,Draven,Senna,Miss Fortune",114025
Bronze,Top,Kled,2,0.5205,0.011,0.008,"Urgot,Ornn,Jax,Singed,Fiora,Quinn,Shen",17159
Bronze,Jungle,Master Yi,0,0.5203,0.173,0.381,"Skarner,Rammus,Sejuani,Vi,Volibear,Wukong,Jax",260452
Bronze,Mid,Veigar,1,0.5201,0.068,0.034,"Katarina,Fizz,Xerath,Vel'Koz,Malzahar,Diana,Ekko",102814
Bronze,Mid,Tristana,2,0.5195,0.015,0.18,"Malphite,Cassiopeia,Malzahar,Xerath,Heimerdinger,Diana,Brand",21923
Bronze,Jungle,Sejuani,2,0.5195,0.014,0.002,"Wukong,Dr. Mundo,Trundle,Volibear,Tryndamere,Amumu,Lillia",21314
Bronze,Top,Wukong,2,0.5193,0.029,0.013,"Shen,Tahm Kench,Sion,Cho'Gath,Garen,Singed,Kled",43247
Bronze,Supp,Leona,0,0.5186,0.117,0.25,"Shaco,Swain,Zyra,Taric,Brand,Zilean,Rell",176517
Bronze,Supp,Maokai,2,0.5185,0.022,0.009,"Soraka,Brand,Swain,Alistar,Braum,Sona,Xerath",33593
Bronze,Mid,Cho'Gath,3,0.5182,0.006,0.033,"Viktor,Anivia,Kassadin,Ziggs,Diana,Malphite,Xerath",8535
Bronze,Mid,Heimerdinger,2,0.5178,0.016,0.034,"Xerath,Vel'Koz,Neeko,Viktor,Lux,Veigar,Ziggs",24266
Bronze,Mid,Morgana,2,0.5175,0.012,0.334,"Galio,Vel'Koz,Diana,Lucian,Katarina,Xerath,Heimerdinger",18366
Bronze,Jungle,Udyr,0,0.5175,0.06,0.143,"Dr. Mundo,Volibear,Rammus,Amumu,Sejuani,Vi,Shaco",89868
Bronze,Adc,Tristana,0,0.5174,0.185,0.18,"Yasuo,Draven,Sivir,Kog'Maw,Miss Fortune,Samira,Jinx",278881
Bronze,Supp,Xerath,2,0.5174,0.034,0.039,"Rell,Sett,Nami,Yuumi,Blitzcrank,Bard,Shaco",51583
Bronze,Mid,Mordekaiser,2,0.517,0.006,0.095,"Garen,Orianna,Lux,Veigar,Viego,Heimerdinger,Viktor",9191
Bronze,Mid,Teemo,2,0.5169,0.007,0.177,"Pyke,Annie,Syndra,Heimerdinger,Brand,Cassiopeia,Kassadin",10066
Bronze,Mid,Viktor,2,0.5169,0.014,0.004,"Brand,Xerath,Katarina,Fizz,Vel'Koz,Leblanc,Ekko",21144
Bronze,Mid,Annie,2,0.5165,0.03,0.019,"Vel'Koz,Xerath,Ziggs,Malzahar,Morgana,Fizz,Diana",45090
Bronze,Top,Volibear,1,0.5163,0.057,0.042,"Sion,Illaoi,Singed,Teemo,Jax,Yorick,Urgot",86209
Bronze,Mid,Fizz,0,0.5162,0.057,0.157,"Sett,Galio,Tristana,Morgana,Malzahar,Diana,Sylas",85493
Bronze,Jungle,Vi,2,0.5161,0.041,0.008,"Wukong,Dr. Mundo,Rammus,Zac,Amumu,Skarner,Volibear",61574
Bronze,Mid,Xin Zhao,3,0.5158,0.008,0.026,"Malphite,Heimerdinger,Neeko,Lux,Brand,Cassiopeia,Morgana",12663
Bronze,Supp,Taric,3,0.5158,0.009,0.001,"Neeko,Sona,Brand,Galio,Swain,Zilean,Shaco",13462
Bronze,Top,Malphite,0,0.5158,0.074,0.102,"Cho'Gath,Nasus,Kled,Sion,Maokai,Sylas,Ornn",112145
Bronze,Jungle,Poppy,3,0.5152,0.012,0.006,"Sejuani,Wukong,Volibear,Lillia,Nocturne,Fiddlesticks,Shaco",17529
Bronze,Supp,Zilean,2,0.5151,0.016,0.004,"Maokai,Xerath,Zyra,Sett,Vel'Koz,Bard,Janna",24308
Bronze,Top,Teemo,0,0.5146,0.087,0.177,"Yorick,Sion,Urgot,Ornn,Cho'Gath,Malphite,Heimerdinger",130940
Bronze,Supp,Galio,2,0.5143,0.03,0.022,"Shaco,Zilean,Swain,Alistar,Brand,Leona,Rell",45223
Bronze,Jungle,Nocturne,1,0.5137,0.077,0.06,"Dr. Mundo,Rammus,Udyr,Amumu,Master Yi,Skarner,Volibear",116589
Bronze,Top,Ornn,2,0.5135,0.038,0.014,"Fiora,Sylas,Volibear,Warwick,Garen,Mordekaiser,Nasus",57409
Bronze,Mid,Anivia,2,0.5131,0.023,0.026,"Diana,Orianna,Tristana,Kassadin,Viktor,Morgana,Fizz",34350
Bronze,Jungle,Hecarim,0,0.5122,0.101,0.189,"Skarner,Dr. Mundo,Volibear,Nunu,Amumu,Master Yi,Udyr",152570
Bronze,Adc,Yasuo,1,0.5121,0.023,0.328,"Senna,Kalista,Samira,Vayne,Sivir,Kog'Maw,Ashe",34456
Bronze,Mid,Xerath,2,0.512,0.019,0.039,"Malzahar,Fizz,Diana,Katarina,Kassadin,Ekko,Yasuo",28502
Bronze,Mid,Katarina,0,0.5117,0.088,0.112,"Tristana,Heimerdinger,Galio,Diana,Sett,Kassadin,Malzahar",132646
Bronze,Top,Trundle,3,0.5115,0.006,0.003,"Jax,Kled,Kalista,Nasus,Teemo,Yorick,Camille",8356
Bronze,Jungle,Xin Zhao,1,0.5114,0.081,0.026,"Rammus,Volibear,Dr. Mundo,Udyr,Warwick,Master Yi,Vi",122065
Bronze,Mid,Galio,2,0.5111,0.032,0.022,"Brand,Vel'Koz,Tristana,Viktor,Veigar,Yone,Viego",48740
Bronze,Jungle,Wukong,3,0.511,0.011,0.013,"Dr. Mundo,Nunu,Amumu,Elise,Warwick,Gragas,Nocturne",17206
Bronze,Top,Fiora,1,0.5109,0.048,0.054,"Urgot,Malphite,Heimerdinger,Garen,Nasus,Kayle,Sion",72600
Bronze,Supp,Alistar,2,0.5107,0.045,0.018,"Swain,Vel'Koz,Brand,Nami,Morgana,Senna,Leona",67814
Bronze,Jungle,Warwick,1,0.5104,0.118,0.065,"Skarner,Dr. Mundo,Amumu,Sejuani,Volibear,Rammus,Elise",178315
Bronze,Jungle,Elise,2,0.5103,0.023,0.033,"Sejuani,Dr. Mundo,Volibear,Udyr,Shyvana,Poppy,Jax",33916
Bronze,Mid,Yone,0,0.5101,0.144,0.243,"Brand,Malphite,Renekton,Anivia,Tristana,Annie,Diana",217331
Bronze,Top,Singed,3,0.5101,0.011,0.003,"Yorick,Urgot,Kayle,Heimerdinger,Nasus,Jayce,Pantheon",16349
Bronze,Mid,Nocturne,3,0.51,0.008,0.06,"Garen,Vladimir,Heimerdinger,Morgana,Tristana,Renekton,Viktor",12288
Bronze,Top,Nocturne,3,0.5097,0.006,0.06,"Quinn,Gnar,Ornn,Nasus,Kalista,Urgot,Cho'Gath",8843
Bronze,Mid,Lux,1,0.5096,0.059,0.141,"Viktor,Malphite,Yasuo,Diana,Malzahar,Vel'Koz,Galio",88643
Bronze,Mid,Yasuo,0,0.5096,0.17,0.328,"Garen,Viego,Renekton,Nocturne,Annie,Malzahar,Sett",255912
Bronze,Jungle,Nunu & Willump,2,0.5095,0.047,0.016,"Dr. Mundo,Volibear,Udyr,Master Yi,Warwick,Vi,Trundle",70620
Bronze,Adc,Jhin,0,0.5094,0.144,0.124,"Yasuo,Tristana,Twitch,Sivir,Vayne,Kog'Maw,Samira",216311
Bronze,Adc,Jinx,0,0.5091,0.129,0.052,"Sivir,Yasuo,Tristana,Vayne,Senna,Jhin,Kog'Maw",193998
Bronze,Mid,Pyke,2,0.5089,0.009,0.213,"Vladimir,Cassiopeia,Sett,Malzahar,Viego,Katarina,Tristana",13682
Bronze,Supp,Morgana,0,0.5086,0.163,0.334,"Brand,Shaco,Zyra,Vel'Koz,Swain,Xerath,Sona",245642
Bronze,Top,Jax,1,0.5085,0.051,0.07,"Malphite,Cho'Gath,Garen,Urgot,Heimerdinger,Akali,Illaoi",76911
Bronze,Adc,Kog'Maw,3,0.508,0.011,0.002,"Senna,Sivir,Miss Fortune,Caitlyn,Tristana,Jhin,Ashe",17034
Bronze,Jungle,Ekko,2,0.5078,0.047,0.051,"Dr. Mundo,Amumu,Volibear,Sejuani,Rammus,Udyr,Hecarim",70487
Bronze,Top,Shen,2,0.5076,0.035,0.01,"Heimerdinger,Singed,Sion,Dr. Mundo,Garen,Urgot,Volibear",53321
Bronze,Mid,Neeko,2,0.5074,0.036,0.021,"Brand,Vel'Koz,Anivia,Malzahar,Xerath,Veigar,Morgana",53794
Bronze,Adc,Vayne,0,0.5073,0.104,0.16,"Tristana,Kog'Maw,Draven,Samira,Sivir,Miss Fortune,Jhin",157167
Bronze,Top,Illaoi,0,0.5071,0.046,0.145,"Yorick,Teemo,Garen,Urgot,Dr. Mundo,Tryndamere,Heimerdinger",70003
Bronze,Mid,Sett,2,0.507,0.011,0.095,"Viktor,Annie,Malzahar,Malphite,Brand,Diana,Tristana",16802
Bronze,Adc,Samira,0,0.5067,0.086,0.182,"Senna,Kog'Maw,Sivir,Miss Fortune,Tristana,Jhin,Jinx",129361
Bronze,Supp,Nami,3,0.5065,0.026,0.002,"Maokai,Rell,Brand,Zyra,Leona,Braum,Zilean",39833
Bronze,Supp,Blitzcrank,0,0.5058,0.096,0.246,"Braum,Shaco,Swain,Leona,Maokai,Rell,Alistar",144708
Bronze,Mid,Corki,3,0.5057,0.007,0.003,"Cassiopeia,Diana,Syndra,Brand,Xerath,Annie,Viego",10333
Bronze,Mid,Viego,2,0.5057,0.023,0.173,"Sett,Vel'Koz,Heimerdinger,Malzahar,Vladimir,Neeko,Annie",35099
Bronze,Adc,Miss Fortune,0,0.5056,0.203,0.061,"Yasuo,Sivir,Jinx,Jhin,Tristana,Vayne,Draven",305967
Bronze,Top,Dr. Mundo,2,0.5054,0.013,0.044,"Wukong,Poppy,Fiora,Yorick,Jax,Garen,Nasus",20000
Bronze,Jungle,Zac,3,0.5052,0.016,0.004,"Volibear,Gragas,Sejuani,Shyvana,Nocturne,Dr. Mundo,Wukong",24792
Bronze,Jungle,Shaco,0,0.5051,0.077,0.21,"Rammus,Volibear,Sejuani,Dr. Mundo,Wukong,Vi,Karthus",115564
Bronze,Jungle,Trundle,3,0.5049,0.017,0.003,"Wukong,Fiddlesticks,Volibear,Vi,Zac,Graves,Elise",25125
Bronze,Supp,Nautilus,1,0.5047,0.082,0.087,"Swain,Rell,Brand,Taric,Leona,Shaco,Maokai",124164
Bronze,Adc,Senna,2,0.5038,0.037,0.098,"Miss Fortune,Sivir,Vayne,Twitch,Tristana,Jhin,Caitlyn",56351
Bronze,Adc,Twitch,2,0.503,0.035,0.024,"Kog'Maw,Yasuo,Vayne,Tristana,Jinx,Miss Fortune,Sivir",52175
Bronze,Adc,Draven,1,0.5027,0.027,0.041,"Kog'Maw,Varus,Senna,Yasuo,Twitch,Jhin,Jinx",40785
Bronze,Supp,Sona,3,0.5026,0.027,0.002,"Zilean,Rell,Swain,Galio,Nami,Brand,Janna",40311
Bronze,Mid,Renekton,2,0.5025,0.01,0.082,"Viktor,Ryze,Malphite,Annie,Syndra,Ahri,Lux",15074
Bronze,Mid,Ekko,2,0.5025,0.04,0.051,"Morgana,Lux,Annie,Yone,Anivia,Katarina,Akali",60679
Bronze,Supp,Janna,3,0.5023,0.016,0.001,"Vel'Koz,Zyra,Malphite,Brand,Swain,Maokai,Seraphine",24697
Bronze,Top,Heimerdinger,2,0.5016,0.016,0.034,"Cho'Gath,Yasuo,Urgot,Nasus,Dr. Mundo,Ornn,Jayce",23614
Bronze,Top,Tryndamere,1,0.5015,0.053,0.055,"Kled,Teemo,Quinn,Malphite,Sion,Yorick,Urgot",79834
Bronze,Top,Rengar,3,0.5007,0.007,0.016,"Tahm Kench,Wukong,Urgot,Kled,Yorick,Gragas,Poppy",10499
Bronze,Supp,Braum,3,0.5001,0.018,0.004,"Neeko,Zilean,Morgana,Galio,Zyra,Brand,Swain",26621
Bronze,Supp,Lux,2,0.4997,0.214,0.141,"Xerath,Shaco,Vel'Koz,Blitzcrank,Swain,Maokai,Zilean",322756
Bronze,Mid,Jayce,3,0.4994,0.005,0.005,"Sett,Swain,Malzahar,Viego,Veigar,Qiyana,Fizz",7992
Bronze,Supp,Veigar,3,0.4993,0.02,0.034,"Shaco,Xerath,Maokai,Vel'Koz,Swain,Zilean,Blitzcrank",30419
Bronze,Top,Sett,2,0.4991,0.107,0.095,"Volibear,Yorick,Urgot,Sion,Nasus,Malphite,Warwick",161341
Bronze,Jungle,Jax,2,0.4989,0.058,0.07,"Amumu,Rammus,Dr. Mundo,Zac,Sejuani,Shaco,Volibear",87744
Bronze,Supp,Seraphine,2,0.4986,0.079,0.098,"Swain,Brand,Zyra,Galio,Xerath,Leona,Rell",119568
Bronze,Mid,Pantheon,3,0.4978,0.043,0.093,"Viktor,Malzahar,Pyke,Diana,Anivia,Vel'Koz,Brand",64346
Bronze,Supp,Soraka,3,0.4973,0.035,0.005,"Brand,Sona,Swain,Rell,Braum,Zyra,Zilean",53428
Bronze,Jungle,Jarvan IV,3,0.4973,0.016,0.002,"Shyvana,Trundle,Vi,Dr. Mundo,Sejuani,Amumu,Elise",23946
Bronze,Adc,Kai'Sa,1,0.4971,0.207,0.208,"Samira,Draven,Sivir,Tristana,Kog'Maw,Vayne,Jinx",311490
Bronze,Adc,Ashe,3,0.4967,0.115,0.032,"Sivir,Tristana,Jinx,Twitch,Samira,Vayne,Jhin",173043
Bronze,Mid,Ahri,3,0.4964,0.065,0.029,"Morgana,Veigar,Heimerdinger,Brand,Xerath,Vel'Koz,Yasuo",97449
Bronze,Jungle,Viego,2,0.4962,0.075,0.173,"Rammus,Amumu,Volibear,Sejuani,Dr. Mundo,Elise,Warwick",113100
Bronze,Top,Warwick,3,0.4962,0.011,0.065,"Nasus,Dr. Mundo,Poppy,Shen,Malphite,Viego,Urgot",16388
Bronze,Jungle,Shyvana,3,0.4951,0.025,0.006,"Karthus,Dr. Mundo,Udyr,Volibear,Rammus,Master Yi,Amumu",37391
Bronze,Mid,Vladimir,3,0.495,0.019,0.016,"Brand,Viktor,Galio,Malphite,Malzahar,Morgana,Anivia",28615
Bronze,Jungle,Fiddlesticks,3,0.4946,0.026,0.008,"Sejuani,Dr. Mundo,Xin Zhao,Shaco,Jarvan IV,Master Yi,Hecarim",39400
Bronze,Top,Mordekaiser,3,0.4944,0.086,0.095,"Singed,Jax,Fiora,Tryndamere,Yorick,Yone,Kayle",129893
Bronze,Supp,Malphite,3,0.4944,0.032,0.102,"Galio,Swain,Zilean,Rell,Brand,Vel'Koz,Veigar",48784
Bronze,Mid,Seraphine,3,0.4943,0.006,0.098,"Swain,Viktor,Ekko,Viego,Tristana,Xerath,Diana",9349
Bronze,Adc,Caitlyn,3,0.4941,0.173,0.131,"Sivir,Jhin,Twitch,Tristana,Yasuo,Jinx,Ashe",260080
Bronze,Supp,Lulu,3,0.4939,0.038,0.015,"Zyra,Swain,Vel'Koz,Brand,Bard,Leona,Veigar",57971
Bronze,Top,Quinn,3,0.4931,0.022,0.026,"Wukong,Malphite,Teemo,Ornn,Cho'Gath,Urgot,Sion",33604
Bronze,Mid,Ziggs,3,0.4931,0.015,0.003,"Fizz,Diana,Yasuo,Galio,Vladimir,Katarina,Xerath",22187
Bronze,Top,Kayle,3,0.4926,0.026,0.006,"Xin Zhao,Sion,Jax,Gnar,Yorick,Kennen,Viego",39069
Bronze,Mid,Zed,1,0.4915,0.113,0.422,"Garen,Malphite,Tristana,Malzahar,Brand,Diana,Neeko",169473
Bronze,Jungle,Cho'Gath,3,0.4912,0.005,0.033,"Elise,Dr. Mundo,Viego,Jarvan IV,Sejuani,Vi,Poppy",8278
Bronze,Mid,Akali,4,0.4905,0.111,0.117,"Heimerdinger,Malzahar,Malphite,Galio,Brand,Veigar,Diana",166820
Bronze,Top,Tristana,3,0.4904,0.005,0.18,"Camille,Sion,Viego,Fiora,Volibear,Pantheon,Akali",7878
Bronze,Top,Gnar,3,0.4897,0.055,0.076,"Singed,Dr. Mundo,Urgot,Sylas,Nasus,Wukong,Malphite",82335
Bronze,Top,Tahm Kench,3,0.4895,0.012,0.005,"Dr. Mundo,Sion,Heimerdinger,Cho'Gath,Shen,Kled,Kayle",17885
Bronze,Top,Akali,3,0.4895,0.029,0.117,"Maokai,Urgot,Kled,Dr. Mundo,Garen,Illaoi,Nasus",42973
Bronze,Mid,Sylas,4,0.4886,0.064,0.041,"Heimerdinger,Brand,Malzahar,Morgana,Galio,Cassiopeia,Vel'Koz",96334
Bronze,Supp,Pyke,3,0.4881,0.099,0.213,"Swain,Shaco,Maokai,Morgana,Brand,Leona,Rell",149724
Bronze,Top,Yasuo,3,0.4881,0.03,0.328,"Garen,Nasus,Jax,Wukong,Urgot,Riven,Renekton",44623
Bronze,Mid,Lissandra,3,0.488,0.008,0.002,"Vel'Koz,Xerath,Galio,Annie,Veigar,Cassiopeia,Brand",11591
Bronze,Supp,Karma,3,0.4879,0.022,0.003,"Shaco,Zyra,Blitzcrank,Janna,Vel'Koz,Zilean,Nami",33392
Bronze,Supp,Neeko,3,0.4878,0.017,0.021,"Swain,Vel'Koz,Shaco,Zyra,Brand,Karma,Xerath",26209
Bronze,Top,Vladimir,3,0.4873,0.008,0.016,"Dr. Mundo,Yorick,Sion,Garen,Urgot,Kled,Nasus",12062
Bronze,Jungle,Evelynn,3,0.4869,0.042,0.037,"Skarner,Trundle,Dr. Mundo,Poppy,Xin Zhao,Sejuani,Vi",63887
Bronze,Jungle,Karthus,3,0.4869,0.014,0.007,"Poppy,Dr. Mundo,Master Yi,Udyr,Elise,Vi,Volibear",21374
Bronze,Top,Darius,3,0.4868,0.091,0.344,"Yorick,Urgot,Wukong,Ornn,Illaoi,Kled,Volibear",136989
Bronze,Jungle,Kayn,5,0.4868,0.135,0.119,"Skarner,Master Yi,Rammus,Dr. Mundo,Vi,Amumu,Poppy",202528
Bronze,Adc,Varus,4,0.4868,0.036,0.004,"Sivir,Tristana,Jhin,Jinx,Twitch,Yasuo,Vayne",54746
Bronze,Mid,Cassiopeia,3,0.4867,0.016,0.01,"Ekko,Diana,Fizz,Malzahar,Anivia,Veigar,Neeko",23602
Bronze,Top,Riven,4,0.4864,0.035,0.01,"Urgot,Garen,Fiora,Cho'Gath,Wukong,Nasus,Sion",53157
Bronze,Jungle,Kha'Zix,4,0.4854,0.071,0.085,"Rammus,Wukong,Dr. Mundo,Amumu,Volibear,Skarner,Zac",106737
Bronze,Supp,Anivia,3,0.4853,0.006,0.026,"Lulu,Rell,Vel'Koz,Swain,Brand,Xerath,Nautilus",8450
Bronze,Supp,Bard,3,0.4843,0.015,0.004,"Zyra,Shaco,Swain,Rell,Soraka,Braum,Sett",22968
Bronze,Supp,Thresh,5,0.4842,0.091,0.05,"Swain,Brand,Rell,Vel'Koz,Zilean,Alistar,Janna",136919
Bronze,Mid,Kassadin,3,0.4839,0.024,0.022,"Tristana,Yone,Viego,Heimerdinger,Morgana,Malzahar,Pantheon",35867
Bronze,Top,Sylas,3,0.4836,0.017,0.041,"Urgot,Shen,Yasuo,Jax,Fiora,Illaoi,Quinn",25403
Bronze,Jungle,Tryndamere,3,0.4832,0.01,0.055,"Dr. Mundo,Trundle,Rammus,Wukong,Fiddlesticks,Xin Zhao,Lee Sin",14540
Bronze,Jungle,Graves,3,0.4831,0.037,0.029,"Elise,Poppy,Dr. Mundo,Rammus,Shyvana,Vi,Hecarim",56253
Bronze,Supp,Shen,3,0.4825,0.007,0.01,"Shaco,Veigar,Soraka,Maokai,Rell,Morgana,Seraphine",10714
Bronze,Supp,Sett,3,0.4823,0.021,0.095,"Zyra,Shaco,Brand,Maokai,Janna,Neeko,Lulu",31697
Bronze,Top,Yone,4,0.4823,0.032,0.243,"Urgot,Jax,Fiora,Nasus,Garen,Wukong,Shen",48325
Bronze,Mid,Talon,5,0.4815,0.066,0.047,"Garen,Diana,Pyke,Brand,Annie,Veigar,Malphite",98843
Bronze,Adc,Ezreal,5,0.4812,0.169,0.057,"Sivir,Yasuo,Tristana,Draven,Vayne,Samira,Jhin",255047
Bronze,Top,Kennen,3,0.481,0.012,0.003,"Dr. Mundo,Cho'Gath,Urgot,Kled,Nasus,Sylas,Yorick",17406
Bronze,Jungle,Ivern,3,0.4804,0.006,0.003,"Zac,Karthus,Nocturne,Jarvan IV,Amumu,Rengar,Skarner",9467
Bronze,Supp,Teemo,3,0.4804,0.007,0.177,"Galio,Janna,Nami,Sona,Swain,Malphite,Karma",10458
Bronze,Supp,Yuumi,5,0.4796,0.075,0.044,"Leona,Braum,Nautilus,Shaco,Swain,Galio,Rell",113440
Bronze,Supp,Rakan,4,0.4793,0.027,0.003,"Shaco,Rell,Swain,Zyra,Sona,Morgana,Brand",40228
Bronze,Adc,Xayah,5,0.4792,0.042,0.009,"Kog'Maw,Jinx,Yasuo,Jhin,Tristana,Miss Fortune,Caitlyn",63599
Bronze,Supp,Senna,5,0.4789,0.095,0.098,"Swain,Vel'Koz,Zyra,Maokai,Brand,Xerath,Leona",142805
